Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Tempo,,PC1,PC2,PC3
瞬間最大風速,瞬間最大風速,halca,pop,208000,0.417,0.963,-1.744,0.0803,0.00508,8.76E-06,0.447,173.982,,1.909489403,-0.047312662,0.024304819
Sympathy is a knife featuring ariana grande,Brat and it’s completely different but also still brat,"Charli xcx,Ariana Grande",pop,154126,0.711,0.603,-7.815,0.0405,0.0962,0,0.339,135.151,,-1.151302623,-0.623723619,-0.379174696
QUEEN,QUEEN,LiSA,pop,187908,0.532,0.961,-3.962,0.116,0.00281,2.67E-05,0.431,140,,1.25300042,-0.506206678,-0.138689009
The Ballad of the Witches' Road (Sacred Chant Version),Songs from Agatha All Along (Episodes 1 & 2),"Kathryn Hahn,Sasheer Zamata,Ali Ahn,Patti LuPone,Debra Jo Rupp,Agatha All Along - Cast",pop,197692,0.507,0.217,-6.367,0.0434,0.707,0,0.531,132.744,,-3.685546192,0.44057552,-0.973249395
Happy Mistake,Harlequin,Lady Gaga,pop,245435,0.416,0.292,-8.357,0.0259,0.191,1.63E-06,0.155,82.811,,-2.693266068,1.857285589,0.732643167
Timeless (feat Playboi Carti),Hurry Up Tomorrow,"The Weeknd,Playboi Carti",rap,256000,0.768,0.775,-5.06,0.0466,0.069,2.96E-06,0.6,119.999,,-0.40570518,-1.033763373,1.108114365
IYKYK,AWE,XG,pop,180000,0.708,0.847,-5.969,0.0623,0.0255,1.87E-06,0.706,129.877,,-0.096839311,-1.612193627,0.34949878
Glue Song,Glue Song,beabadoobee,pop,135066,0.62,0.409,-10.146,0.0282,0.77,0.0542,0.582,113.946,,-4.123169796,-0.421562058,-1.242580191
30/90,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Joshua Henry,Vanessa Hudgens,Robin de Jesus,Alexandra Shipp,MJ Rodriguez",pop,262505,0.466,0.789,-5.956,0.0663,0.0146,0,0.36,175.772,,0.670635959,0.793116006,0.110155847
Boho Days,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Robin de Jesus,Alexandra Shipp,Joshua Henry,Vanessa Hudgens",pop,88281,0.781,0.595,-8.904,0.859,0.766,0,0.865,81.379,,-2.170827589,-2.919655709,-4.722184275
Green Green Dress,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",Joshua Henry,pop,42230,0.531,0.816,-5.937,0.0666,0.315,0,0.268,138.088,,-0.37058556,-1.284093459,-2.164841026
Johnny Can't Decide,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Vanessa Hudgens,Joshua Henry",pop,210975,0.5,0.52,-7.456,0.0336,0.139,0,0.236,114.755,,-1.396151842,0.882135067,0.320770391
Play Game,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",Tariq Trotter,lofi,72558,0.893,0.704,-7.568,0.196,0.0215,0.00046,0.743,103.064,,-0.789262874,-3.380520495,-1.636866405
Come to Your Senses,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Alexandra Shipp,Vanessa Hudgens",pop,267847,0.393,0.444,-5.745,0.0289,0.431,0,0.225,98.523,,-2.126176382,1.719308272,0.660005279
Real Life,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",Robin de Jesus,pop,103772,0.272,0.387,-11.709,0.0344,0.303,0.00204,0.229,55.445,,-3.273918286,1.199713309,-0.494345669
Louder Than Words,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Vanessa Hudgens,Joshua Henry",pop,293926,0.333,0.581,-5.497,0.0324,0.0994,0,0.42,95.202,,-0.876447911,1.402335047,1.593617703
TRUST!,SALVATION,Rebecca Black,pop,171433,0.474,0.897,-5.038,0.108,0.00579,0.00999,0.497,123.377,,0.744518347,-0.468306952,-0.067604824
LALALALA,ROCK-STAR,Stray Kids,pop,182224,0.705,0.849,-2.595,0.0493,0.0647,0,0.609,125.976,,0.344150919,-1.583360891,0.620189123
Butterfly,The Most Beautiful Moment in Life Pt.2,BTS,pop,238861,0.461,0.776,-4.498,0.0565,0.0149,0,0.291,149.985,,0.645559663,0.685786011,0.393131841
MAMA,Mama - The 1st Mini Album,EXO-K,pop,270452,0.629,0.963,-3.889,0.112,0.00515,0,0.528,90.015,,0.657660155,-0.581420624,1.257188742
Same Blue,Same Blue,OFFICIAL HIGE DANDISM,pop,237836,0.496,0.948,-5.788,0.0816,0.0155,0,0.158,92.026,,0.533132821,0.746484543,0.853169249
disguise doesn't lose,SPY x FAMILY CODE: White (Original Motion Picture Soundtrack),(K)NoW_NAME,pop,63500,0.143,0.648,-7.21,0.0705,0.00219,0.696,0.173,172.694,,0.886307015,1.623541609,-3.069486944
SUN,YELLOW DANCER,Gen Hoshino,pop,241466,0.782,0.684,-5.774,0.0398,0.021,0,0.858,108.171,,-0.990865093,-1.708475678,1.38709975
S-Class,5-STAR,Stray Kids,pop,195688,0.886,0.781,-1.837,0.333,0.0895,0,0.672,104.996,,0.640199552,-2.53069002,-0.832768869
God’s Menu,IN LIFE,Stray Kids,pop,167922,0.689,0.771,-3.618,0.0548,0.00776,0,0.482,157.052,,0.487495308,-1.200043692,-0.107248544
MANIAC,ODDINARY,Stray Kids,pop,182757,0.581,0.8,-2.613,0.411,0.154,0,0.709,119.872,,0.983991651,-1.530980371,-1.512581798
NIGHT,NIGHT,Stray Kids,pop,174893,0.384,0.948,-2.044,0.107,0.00293,0,0.505,171.968,,1.904186551,-0.31644811,-0.431464875
Like Magic,Like Magic,"J.Y. Park,Stray Kids,ITZY,NMIXX",pop,164266,0.627,0.869,-3.308,0.305,0.0137,0,0.649,170.056,,1.622681849,-1.62878279,-1.726257715
MEGAVERSE,ROCK-STAR,Stray Kids,pop,185520,0.613,0.73,-3.645,0.122,0.00875,2.25E-06,0.576,160.051,,0.684311388,-1.028149548,-0.534015502
BLIND SPOT,ROCK-STAR,Stray Kids,pop,200813,0.622,0.872,-2.767,0.279,0.0495,0,0.635,196.102,,1.830584439,-1.263073187,-1.654414313
COMFLEX,ROCK-STAR,Stray Kids,pop,172320,0.896,0.88,-2.585,0.13,0.0618,0,0.613,110.016,,0.414843144,-2.500895341,0.034080863
Leave,ROCK-STAR,Stray Kids,pop,219093,0.78,0.655,-4.864,0.0325,0.553,0,0.685,109.993,,-2.144177404,-1.294038091,0.439485741
LALALALA (Rock Ver.),ROCK-STAR,Stray Kids,pop,187586,0.584,0.985,-1.652,0.217,0.0263,0,0.281,126.058,,1.850650997,-0.614247084,-0.610648386
All My Life (feat. J. Cole),All My Life (feat. J. Cole),"Lil Durk,J. Cole",rap,223878,0.787,0.57,-5.881,0.225,0.0449,0,0.733,142.974,,-0.401706407,-1.563959239,-0.847252011
Butterflies,Social Path / Super Bowl -Japanese ver.-,Stray Kids,pop,190706,0.766,0.71,-2.97,0.092,0.213,0,0.828,80.059,,-0.888046098,-2.204492724,0.702251834
Mantra,Mantra,JENNIE,pop,136627,0.894,0.725,-4.984,0.0432,0.00434,1.15E-05,0.838,116.988,,-0.719567891,-2.988183984,0.386634639
A Night To Remember,A Night To Remember,"beabadoobee,Laufey",pop,233388,0.726,0.624,-7.799,0.0277,0.498,0.0294,0.573,114.99,,-2.445786512,-0.460204415,0.329973372
Hall of Fame,5-STAR,Stray Kids,pop,171026,0.593,0.858,-2.568,0.214,0.226,0,0.764,160.164,,0.871704547,-1.653917728,-1.247441034
Boom Boom Bass,RIIZING - The 1st Mini Album,RIIZE,pop,152889,0.807,0.759,-4.24,0.0529,0.0194,9.10E-06,0.83,117.014,,-0.38104463,-2.584173357,0.485686286
Air Balloon,"Star, Fire, Night and Such Things",We Are The Night,metal,183920,0.822,0.553,-5.526,0.0296,0.767,1.49E-05,0.866,112.018,,-3.256717668,-1.939514863,-0.130620093
Autumn Nocturne,Blues Walk,Lou Donaldson,pop,294666,0.539,0.0678,-18.039,0.0468,0.967,0.168,0.263,124.105,,-6.765350259,2.901288227,-1.7907213
Blue In Green,BD Music Presents Kind of Blue,Miles Davis,lofi,337560,0.436,0.0258,-22.609,0.0372,0.815,0.000583,0.146,109.771,,-7.46695798,3.947355754,-1.125733983
Melody At Night,Melody At Night,"Copenhagen Jazzexperience,Claus Waidtløw,Jacob Christoffersen",lofi,271547,0.392,0.143,-14.364,0.0507,0.969,0.64,0.12,46.506,,-5.964787933,3.709286597,-1.434085454
Again from Your Lie in April,Again from Your Lie in April,Theishter,pop,174000,0.435,0.157,-19.866,0.0384,0.993,0.913,0.0395,92.637,,-6.396731063,3.832653759,-3.436877379
the perfect pair,Beatopia,beabadoobee,pop,177533,0.634,0.663,-6.818,0.0331,0.433,0.124,0.6,146.053,,-1.562207414,-0.579868117,-0.541793057
I Don't Care (with Justin Bieber),No.6 Collaborations Project,"Ed Sheeran,Justin Bieber",pop,219946,0.798,0.676,-5.041,0.0442,0.0902,0,0.843,101.956,,-1.100797367,-1.92426837,1.169656234
Private Landing (feat. Justin Bieber & Future),Love Sick,"Don Toliver,Justin Bieber,Future",rap,238253,0.858,0.641,-4.31,0.0954,0.111,2.12E-05,0.445,136.991,,-0.413827019,-1.105717227,0.018438799
SMOKE HOUR ★ WILLIE NELSON,COWBOY CARTER,"Beyoncé,Willie Nelson",country,50721,0.739,0.406,-15.215,0.921,0.963,0.000753,0.82,71.653,,-4.30008965,-2.500973751,-6.121337605
SMOKE HOUR II,COWBOY CARTER,"Beyoncé,Willie Nelson",country,29843,0.465,0.244,-20.851,0.42,0.797,0.00481,0.923,125.797,,-5.492370956,-1.337141916,-5.759133577
JUST FOR FUN,COWBOY CARTER,"Beyoncé,Willie Jones",country,204487,0.466,0.434,-8.559,0.0382,0.549,1.30E-05,0.127,72.403,,-3.122406718,1.442023152,-0.027153641
Drama,Drama - The 4th Mini Album,aespa,pop,214973,0.644,0.872,-1.54,0.0417,0.164,0,0.378,131.016,,0.553777591,-0.601071665,0.690812486
TYRANT,COWBOY CARTER,"Beyoncé,Dolly Parton",country,250725,0.751,0.648,-4.21,0.183,0.083,0,0.813,126.032,,-0.23346089,-1.593484883,-0.009367668
On The Ground,R,ROSÉ,pop,168085,0.311,0.607,-6.578,0.11,0.0174,0,0.286,188.7,,0.496580671,0.987278131,-1.422344047
Gone,R,ROSÉ,pop,207163,0.647,0.377,-6.003,0.0375,0.594,0,0.653,79.936,,-3.44740645,-0.566210728,0.29455098
How Can I,How Can I (Secret Relationships X JUNNY (주니)),JUNNY,rap,183613,0.584,0.565,-5.127,0.0318,0.392,0,0.0768,100.214,,-1.60882149,0.604347745,-0.011223997
Coming Home,This Is How Tomorrow Moves,beabadoobee,pop,135840,0.415,0.319,-7.709,0.0457,0.724,0,0.684,203.506,,-2.907334386,0.024057074,-2.359196808
Thunderous,NOEASY,Stray Kids,pop,183266,0.601,0.786,-3.706,0.234,0.213,0,0.79,172.156,,0.64584146,-1.517080441,-1.485074146
District 9,SKZ2020,Stray Kids,pop,213586,0.646,0.954,-1.899,0.18,0.017,5.87E-06,0.513,89.999,,1.133406329,-1.191319617,0.437646993
Back Door,IN LIFE,Stray Kids,pop,189286,0.82,0.842,-3.853,0.272,0.157,0,0.653,107.952,,0.283082834,-2.117678468,-0.804195336
Lonely St.,ODDINARY,Stray Kids,pop,164853,0.686,0.825,-3.192,0.0582,0.248,0,0.603,90.053,,-0.522736157,-1.578840343,0.530708499
GET LIT,5-STAR,Stray Kids,pop,171000,0.815,0.909,-2.252,0.101,0.15,0,0.827,100.053,,0.10187173,-2.715677801,0.461686925
ITEM,5-STAR,Stray Kids,pop,191533,0.762,0.819,-2.307,0.106,0.0317,0,0.704,161.994,,0.83838067,-1.964874248,-0.202572981
DOMINO,NOEASY,Stray Kids,pop,198720,0.687,0.866,-2.01,0.0466,0.0301,0,0.696,160.066,,0.832132619,-1.605237195,0.504837913
VENOM,ODDINARY,Stray Kids,pop,194840,0.812,0.807,-3.354,0.339,0.11,0,0.4,136.979,,0.945674762,-1.47302204,-1.573112698
CASE 143,MAXIDENT,Stray Kids,pop,191964,0.812,0.89,-2.661,0.209,0.0961,0,0.69,100.006,,0.527367866,-2.269342202,-0.131879851
My Pace,SKZ2020,Stray Kids,pop,190306,0.678,0.82,-4.278,0.243,0.0413,0,0.777,155.128,,0.860099268,-1.787272572,-1.033718632
MIROH,Clé 1 : MIROH,Stray Kids,pop,207617,0.564,0.979,-3.102,0.104,0.0091,0,0.505,126.059,,1.187538622,-0.730561328,0.40493275
number one girl,rosie,ROSÉ,pop,216442,0.288,0.377,-7.775,0.0317,0.288,0,0.135,175.43,,-1.500346808,2.224065643,-0.813112045
School road,Your Name.,RADWIMPS,pop,68200,0.532,0.342,-8.153,0.0923,0.515,0.228,0.239,199.743,,-1.947432669,0.05063951,-3.954644025
Itomori high school,Your Name.,RADWIMPS,pop,111560,0.786,0.0775,-13.94,0.0965,0.993,0.846,0.72,143.089,,-5.866225352,-0.067466499,-4.530649758
First view of tokyo,Your Name.,RADWIMPS,pop,79800,0.238,0.389,-9.536,0.04,0.877,0.888,0.0736,78.548,,-3.412741059,2.506399536,-3.209642283
Cafe at last,Your Name.,RADWIMPS,pop,92226,0.638,0.576,-7.185,0.0357,0.434,0.0344,0.907,177.07,,-1.862497339,-2.093458569,-1.603564056
Theme of Mitsuha,Your Name.,RADWIMPS,pop,246146,0.615,0.152,-17.208,0.0583,0.987,0.906,0.251,123.701,,-5.880852401,3.021923696,-3.20003328
Unusual changes of two,Your Name.,RADWIMPS,pop,156746,0.606,0.812,-5.543,0.0314,0.000399,0.686,0.855,134.121,,0.222989491,-0.967985926,-0.352352892
Popular,Wicked: The Soundtrack,Ariana Grande,pop,241501,0.44,0.319,-12.356,0.166,0.732,0,0.47,178.329,,-3.362128694,1.47689517,-2.533071342
Disease,Disease,Lady Gaga,pop,229997,0.562,0.917,-2.768,0.117,0.0513,0,0.501,100.987,,0.810062298,-0.573571154,0.726479499
"So Long, Farewell",The Sound Of Music (Original Soundtrack Recording),"Charmian Carr,Angela Cartwright,Duane Chase,Nicholas Hammond,Kym Karath,Heather Menzies,Debbie Turner",pop,176400,0.548,0.153,-16.398,0.0501,0.848,4.09E-05,0.359,119.842,,-6.013880219,1.354782066,-2.021514836
Climb Ev'ry Mountain,The Sound Of Music (Original Soundtrack Recording),Peggy Wood,pop,138640,0.234,0.295,-12.499,0.0361,0.86,0,0.209,92.385,,-4.710088659,2.115279802,-1.552264357
ETA,NewJeans 2nd EP 'Get Up',NewJeans,pop,151373,0.812,0.749,-6.389,0.0397,0.108,0,0.841,134.971,,-0.911082804,-2.400118766,0.150676979
Whiplash,Whiplash - The 5th Mini Album,aespa,pop,183226,0.863,0.9,-2.974,0.0448,0.0953,0.0212,0.748,126.023,,0.083968933,-2.449043518,0.706411756
What Is This Feeling?,Wicked: The Soundtrack,"Ariana Grande,Cynthia Erivo",pop,228947,0.607,0.48,-8.81,0.12,0.691,0,0.637,151.909,,-2.736634443,-0.032956247,-1.459051865
Hold On Tight,Hold On Tight,aespa,pop,149718,0.586,0.816,-6.331,0.283,0.0911,2.81E-06,0.265,119.8,,0.554142581,-0.475817208,-1.692781939
Supernatural,Supernatural,NewJeans,pop,191000,0.699,0.708,-4.182,0.0496,0.185,8.43E-06,0.863,108.887,,-0.912377239,-1.868023111,0.746000736
Are You Bored Yet? (feat. Clairo),Nothing Happens,"Wallows,Clairo",pop,178000,0.682,0.683,-6.444,0.0287,0.156,2.32E-05,0.64,120.023,,-1.173942329,-1.163283328,0.491105635
Joy of Missing Out,Joy of Missing Out,AleXa,pop,191047,0.653,0.554,-5.367,0.041,0.0109,0,0.383,81.99,,-1.119531999,-0.467987586,0.899427412
3am,rosie,ROSÉ,pop,154050,0.599,0.647,-6.711,0.0403,0.37,0,0.315,150.333,,-1.22742147,-0.141324364,-0.864151636
two years,rosie,ROSÉ,pop,167748,0.597,0.553,-7.55,0.132,0.175,0,0.22,144.064,,-0.807072057,0.162457632,-1.412596181
I'll Be There,I'll Be There,Jin,pop,181677,0.538,0.738,-2.412,0.0445,0.0351,0,0.736,148.887,,0.410368153,-1.184872505,0.45747221
Next Level,Next Level,aespa,pop,221573,0.82,0.852,-2.567,0.166,0.488,5.94E-06,0.82,109.036,,-0.629067316,-2.184976353,-0.226835309
LALISA,LALISA,LISA,pop,200689,0.806,0.653,-6.283,0.0902,0.0282,0.000784,0.85,150.058,,-0.604743433,-2.006333169,-0.080064742
Scenery,Scenery,V,pop,294252,0.367,0.263,-11.413,0.0309,0.658,3.80E-05,0.247,130.674,,-3.993106547,2.627193426,-0.397706999
toxic till the end,rosie,ROSÉ,pop,156685,0.413,0.604,-5.628,0.0999,0.0498,0,0.296,167.232,,0.225813541,0.409069737,-1.168902909
Pearls,Saga,"Casiio,Tah.",lofi,155519,0.432,0.271,-13.135,0.0281,0.77,0.354,0.0892,68.006,,-4.888199186,2.228366152,-1.504347657
Perfume,When I Dreamt of You,Lilac,lofi,155951,0.859,0.0165,-17.748,0.0627,0.88,0.881,0.322,68.037,,-7.147952771,1.281428886,-3.26770511
fuji,offline,"Bert,Jhove",lofi,165013,0.643,0.0787,-22.65,0.044,0.925,0.909,0.227,119.989,,-7.11311634,2.831390071,-3.987111493
forest cabin,Idyllic,"mell-ø,Ambulo",lofi,144000,0.717,0.319,-12.579,0.0349,0.697,0.865,0.319,140.074,,-3.880372826,1.099916879,-3.068837736
Coral City,Under The Sea,"Nothingtosay,D0d.",lofi,128009,0.672,0.299,-12.847,0.0742,0.869,0.871,0.338,74.949,,-4.765123849,1.037462683,-3.075124559
Sunja,Saga,"Casiio,Tah.",lofi,144174,0.481,0.137,-15.518,0.0352,0.706,0.916,0.187,140.07,,-4.791761975,2.728391365,-3.583642643
Fidelity,Personages,"Nokiaa,Deauxnuts",lofi,160000,0.657,0.332,-12.438,0.0578,0.397,0.841,0.54,132.198,,-3.10371193,0.742734327,-2.436869575
In Another Life,Hourglass,"D0d.,Monkey Sunset",lofi,174000,0.641,0.29,-14.973,0.0391,0.732,0.895,0.256,120.033,,-4.494431001,2.000315705,-2.868048582
Places,Blue Hour,"ENRA,dr. niar",lofi,169620,0.62,0.237,-15.647,0.0291,0.521,0.191,0.195,129.96,,-4.637612695,1.429689803,-1.75065033
nostalgist pt.2,Idyllic,mell-ø,lofi,115125,0.723,0.365,-13.532,0.0766,0.62,0.894,0.562,80.014,,-4.145789631,0.132758049,-2.794897358
As Time Goes By,Moonfern,Ivylake,lofi,172000,0.755,0.113,-23.899,0.0527,0.832,0.919,0.134,120.048,,-6.946743979,2.718675655,-4.021964056
pluto's dream,the search for planet x,"Theo Aabel,Wishes and Dreams",lofi,168648,0.502,0.297,-15.202,0.0375,0.861,0.924,0.0941,147.887,,-4.321649383,2.987988836,-3.589645456
The Dawn,Cold Thoughts,Nothingtosay,lofi,146675,0.623,0.17,-21.361,0.0528,0.921,0.912,0.412,144.024,,-6.304769763,2.154239784,-4.254519513
outer space,outer space,"j'san,Epektase",lofi,152571,0.61,0.201,-12.793,0.0461,0.435,0.91,0.123,140.068,,-3.432330978,2.092198803,-3.097221491
Zenith,Distant Worlds 4,Purrple Cat,lofi,163031,0.724,0.242,-16.752,0.0381,0.763,0.858,0.384,120.039,,-5.254452276,1.443771682,-3.011471141
Naaris,Saga,"Casiio,Tah.",lofi,161189,0.449,0.223,-17.111,0.0293,0.815,0.86,0.111,77.47,,-5.503104832,3.106560035,-2.624954857
Azure Dreams,Under The Sea,"Nothingtosay,D0d.",lofi,145454,0.519,0.0896,-14.874,0.0506,0.874,0.942,0.0696,66.022,,-5.834158966,2.83481934,-3.175670796
Wildflower,After Hours,Blue Wednesday,lofi,154310,0.771,0.106,-17.697,0.0767,0.957,0.943,0.337,87.005,,-6.548532845,1.575591322,-3.721231167
Fireflies,Nocturne,"amies,cxlt.",lofi,182400,0.53,0.123,-19.09,0.0592,0.925,0.934,0.0755,75.002,,-6.405691876,3.384853628,-3.293168824
Lighter than Air,Hourglass,D0d.,lofi,139638,0.611,0.154,-17.979,0.0314,0.969,0.831,0.145,110.093,,-6.223334868,2.43140511,-3.593658671
Memories We Made,Memories We Made,No Spirit,lofi,227532,0.556,0.159,-17.17,0.0315,0.962,0.823,0.0785,115.507,,-5.89206518,3.426663568,-2.86565523
drinks or coffee,rosie,ROSÉ,pop,133113,0.768,0.521,-6.145,0.157,0.0688,0,0.535,136.113,,-0.785519872,-1.668902237,-1.402427151
gameboy,rosie,ROSÉ,pop,166742,0.703,0.639,-6.406,0.0427,0.017,0,0.687,82.989,,-1.259295057,-1.544117453,0.879315162
stay a little longer,rosie,ROSÉ,pop,246606,0.566,0.476,-6.206,0.0272,0.178,0,0.104,76.941,,-1.794181499,1.109263532,1.055769767
not the same,rosie,ROSÉ,pop,184006,0.363,0.602,-5.385,0.0296,0.0865,0,0.356,129.011,,-0.485418335,0.698182031,0.333455024
call it the end,rosie,ROSÉ,pop,141141,0.491,0.285,-7.634,0.0475,0.897,0,0.476,136.794,,-3.986487429,0.265623973,-1.890006988
See that?,Fe3O4: STICK OUT,NMIXX,pop,182795,0.491,0.825,-2.934,0.237,0.0344,0,0.53,87.955,,0.84613047,-0.77205516,-0.253139052
too bad for us,rosie,ROSÉ,pop,236248,0.53,0.393,-6.121,0.0324,0.309,0,0.364,83.953,,-2.412840441,0.664743988,0.750444639
Under the Tree (from “That Christmas”),Under the Tree (from “That Christmas”),Ed Sheeran,pop,242826,0.41,0.22,-8.129,0.0321,0.918,2.08E-05,0.353,116.906,,-4.477138009,1.745536596,-0.762958076
ON,MAP OF THE SOUL : 7,BTS,pop,246380,0.583,0.817,-5.146,0.099,0.118,0,0.437,105.935,,-0.025299658,-0.104872618,0.57919468
Talk that Talk,BETWEEN 1&2,TWICE,pop,177466,0.772,0.907,-2.438,0.124,0.136,0,0.783,119.973,,0.429612407,-2.379417673,0.062320384
Run,The Most Beautiful Moment in Life Pt.2,BTS,pop,236748,0.554,0.878,-3.02,0.0513,0.00146,0,0.55,132.896,,0.778841286,-0.478379124,1.016633696
Super,SEVENTEEN 10th Mini Album 'FML',SEVENTEEN,pop,200386,0.771,0.88,-4.091,0.0857,0.162,1.41E-06,0.347,137.018,,0.294482146,-0.963497847,-0.134907007
Walkin On Water,HOP,Stray Kids,pop,148810,0.557,0.958,-1.593,0.267,0.0519,0,0.91,190.195,,2.065259521,-2.231658437,-1.644239066
Bounce Back,HOP,Stray Kids,pop,183706,0.625,0.88,-2.465,0.0472,0.000879,1.45E-05,0.487,98.03,,0.501888864,-1.076884097,1.065204794
Like It Like It,STRATEGY,TWICE,pop,182466,0.629,0.89,-3.131,0.0653,0.16,0,0.85,149.975,,0.361201344,-1.799274373,0.194537449
Kiss My Troubles Away,STRATEGY,TWICE,pop,174253,0.692,0.836,-3.363,0.0517,0.045,0,0.9,139.99,,0.202478971,-2.20950548,0.534506937
Between Us,Between Us,Ali Kaj,lofi,178256,0.532,0.337,-15.089,0.108,0.954,0.739,0.102,55.282,,-5.027665596,2.50716072,-2.796108824
Up In The Clouds Again,Up In The Clouds Again,astra division,lofi,127856,0.654,0.206,-15.25,0.117,0.934,0.88,0.557,62.942,,-5.755282482,0.824125312,-3.444965639
blossom,blossom,ai sayuri,lofi,137142,0.501,0.16,-20.692,0.0333,0.963,0.942,0.153,139.855,,-6.186887042,3.159713628,-4.30427461
projection,projection,love_eight,lofi,158222,0.923,0.228,-12.418,0.0634,0.78,0.931,0.503,124.98,,-4.684098994,0.139887729,-3.257205078
aries,aries,$imba,lofi,125291,0.516,0.265,-16.443,0.0561,0.924,0.957,0.297,120.052,,-5.082158862,2.187419272,-3.953827082
We Are Love,Amont,Lucavietski,lofi,117567,0.824,0.155,-19.637,0.0695,0.665,0.322,0.0867,148.11,,-5.709159093,1.007392509,-3.791678926
Tough Night,Tough Night,Thin Wire,lofi,107082,0.704,0.465,-12.648,0.105,0.916,0.881,0.755,131.992,,-3.888534374,-0.332076865,-3.914641323
Altitude,Altitude,Tales of Urbania,lofi,131069,0.605,0.184,-21.113,0.0382,0.389,0.84,0.0654,104.009,,-5.166467309,2.547186229,-3.090457373
free bloom,free bloom,Twiggy Fiz,lofi,166585,0.752,0.465,-10.182,0.0588,0.767,0.906,0.17,136.062,,-2.939774726,1.260134516,-3.085401614
night train,night train,sienna whisper,lofi,136760,0.719,0.125,-18.018,0.0364,0.731,0.908,0.258,115.062,,-5.840698582,1.769734008,-3.501360443
BSQT,BSQT,W8lss,lofi,115601,0.773,0.109,-10.038,0.0454,0.712,0.822,0.231,83.012,,-4.851270938,0.687056078,-2.880485747
Cali Peaches,Cali Peaches,Meryl Street,lofi,147000,0.713,0.241,-8.793,0.0583,0.157,0.86,0.311,79.982,,-2.641082494,0.623409518,-1.647788937
Multiply,Multiply,A & C,lofi,126000,0.795,0.336,-10.65,0.112,0.685,0.934,0.428,75.968,,-3.797101609,0.12828222,-3.052376129
Motivation,Motivation,Mr Argyle,lofi,141176,0.798,0.237,-11.578,0.0718,0.16,0.868,0.295,170.046,,-2.344506737,0.632695366,-3.224455268
calathea,calathea,Kolorama,lofi,106946,0.582,0.162,-21.019,0.0555,0.972,0.895,0.181,133.856,,-6.319525275,2.432520584,-4.773879034
as the mist clears,as the mist clears,lilibu,lofi,174158,0.617,0.0518,-12.548,0.0727,0.785,0.901,0.196,83.034,,-5.345909719,2.204483218,-3.019447116
Seasons,Seasons,M.I Hakone,lofi,124336,0.804,0.351,-10.686,0.244,0.887,0.888,0.74,76.992,,-4.078943332,-0.73037949,-3.87139028
embrace,embrace,sellar,lofi,144791,0.652,0.211,-18.85,0.224,0.908,0.847,0.275,80.03,,-5.663573014,1.821264684,-4.491879306
Lost,Lost,Slowday,lofi,144000,0.548,0.193,-18.711,0.0308,0.96,0.954,0.0993,149.94,,-5.638896254,3.027653121,-4.246506446
Avenues,Avenues,Quinn Rain,lofi,149504,0.694,0.495,-10.449,0.0555,0.394,0.932,0.309,77.063,,-2.528584028,0.810118997,-1.821448108
Vortex,Vortex,Zeitgeister,lofi,124556,0.766,0.0924,-17.886,0.117,0.897,0.934,0.237,158.049,,-5.657197608,1.622329797,-5.294262899
The Extra Mile,The Extra Mile,Robot Age,lofi,127808,0.786,0.183,-15.087,0.0529,0.88,0.918,0.383,145.966,,-5.227648568,0.960203095,-4.110933371
SoulShower,SoulShower,Bus Topp,lofi,193958,0.422,0.0909,-23.049,0.0546,0.871,0.886,0.0981,69.004,,-7.091216795,4.070900179,-3.144992334
machine,machine,aroramo,lofi,128000,0.801,0.262,-14.755,0.144,0.719,0.85,0.394,149.935,,-4.130211666,0.573143736,-4.494065619
Swaype,Swaype,Wavy Naps,lofi,145945,0.574,0.246,-11.081,0.0477,0.788,0.92,0.37,148.132,,-3.83996979,1.568355648,-3.459016048
Rooftop Nights,Rooftop Nights,My Lucid Dreams,lofi,132537,0.735,0.286,-14.844,0.0443,0.828,0.825,0.189,134.031,,-4.673707178,1.410497658,-3.61160667
green velvet,green velvet,Chekkerz,lofi,131625,0.457,0.0722,-20.875,0.0392,0.94,0.823,0.111,105.035,,-6.834376823,3.265211208,-3.92456368
wintersun,wintersun,Clocktown Stars,lofi,123750,0.228,0.165,-18.447,0.0512,0.955,0.937,0.0901,64.075,,-6.022965994,3.8783309,-3.528448328
peaceful,peaceful,Tooslo,lofi,127918,0.612,0.17,-18.742,0.041,0.84,0.894,0.103,144.198,,-5.546723124,2.520759057,-4.255081096
Our Souls,Our Souls,Akkoro,lofi,156250,0.597,0.162,-18.67,0.0988,0.915,0.934,0.0383,68.009,,-6.086268191,2.886285597,-3.756895221
Softly Whispering,Softly Whispering,Convivial,lofi,187022,0.643,0.0408,-17.989,0.039,0.825,0.921,0.152,130.014,,-6.149842856,2.877311677,-3.588200628
