Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added At,Genres,Danceability,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Play Count
Nine in the Afternoon - Single Mix,Pretty. Odd.,Panic! At The Disco,2008-03-24,191560,54,2025-03-20T21:10:44Z,emo,0.405,10.0,-5.75,0.0365,0.0843,0.0,0.207,0.397,155.189,4.0,2.0
Pompeii,All This Bad Blood,Bastille,2013-01-01,214147,73,2025-03-20T21:10:44Z,,0.679,9.0,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,4.0,2.0
Dynamite,BE,BTS,2020-11-20,199053,79,2025-03-20T21:10:44Z,k-pop,0.746,6.0,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,4.0,12.0
Everybody Talks,Picture Show,Neon Trees,2012-01-01,177280,78,2025-03-20T21:10:44Z,,0.471,8.0,-3.906,0.0584,0.00301,0.0,0.313,0.716,154.962,4.0,3.0
Sunkissed,Now and Then,khai dreams,2019-10-11,126464,60,2025-03-20T21:10:44Z,,0.766,6.0,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902,4.0,2.0
Your Soul,Nostalgia Pack,"Forrest Frank,Forrest.",2023-05-26,178280,51,2025-03-20T21:10:44Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",0.852,9.0,-3.941,0.367,0.0287,0.0,0.148,0.842,139.946,4.0,1.0
Come True,Come True,"khai dreams,Forest",2018-09-20,203520,49,2025-03-20T21:10:44Z,,0.871,1.0,-5.572,0.15,0.506,2.89e-06,0.0544,0.768,125.074,4.0,3.0
Cherry Cola,Cherry Cola,Kuwada,2018-02-09,184360,52,2025-03-20T21:10:44Z,,0.777,5.0,-6.323,0.0392,0.764,2.25e-06,0.155,0.653,138.04,4.0,4.0
IT'S YOU (feat. keshi),LOVE IN STEREO,"MAX,keshi",2024-02-16,173426,67,2025-03-20T21:10:44Z,,0.663,2.0,-11.579,0.0601,0.85,0.00019,0.141,0.446,89.892,4.0,2.0
Lately,Nostalgia Pack,"Forrest Frank,Forrest.",2023-05-26,207017,50,2025-03-20T21:10:44Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",0.714,0.0,-4.069,0.181,0.227,1.73e-05,0.276,0.869,160.02,4.0,2.0
June Blues,June Blues,Eric Reprid,2018-06-27,187988,40,2025-03-20T21:10:44Z,,0.941,1.0,-5.775,0.0599,0.357,7.35e-05,0.104,0.765,98.002,4.0,3.0
Let's Fall in Love for the Night,Blood Harmony,FINNEAS,2019-10-04,190348,70,2025-03-20T21:10:44Z,,0.737,5.0,-7.941,0.104,0.802,0.0,0.171,0.374,127.918,4.0,3.0
Dancing in the Moonlight,Onka's Big Moka,Toploader,2000,232693,80,2025-03-20T21:10:44Z,,0.632,10.0,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,4.0,7.0
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,238733,78,2025-03-20T21:10:44Z,,0.597,10.0,-11.97,0.0371,0.0119,0.166,0.0678,0.944,109.901,4.0,2.0
Sunny Side Up,Horizons,Surfaces,2020-02-28,171133,45,2025-03-20T21:10:44Z,,0.849,7.0,-8.248,0.0553,0.428,0.0,0.08,0.497,124.953,4.0,1.0
Hooked On A Feeling,Hooked On A Feeling,"Blue Swede,Björn Skifs",1973-04-01,172866,74,2025-03-20T21:10:44Z,,0.547,8.0,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,4.0,3.0
Some Nights,Some Nights,fun.,2012-02-14,277040,69,2025-03-20T21:10:44Z,,0.672,0.0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4.0,3.0
Ain't No Mountain High Enough,United,"Marvin Gaye,Tammi Terrell",1967-08-29,151666,82,2025-03-20T21:10:44Z,"motown,soul,northern soul,quiet storm",0.663,7.0,-10.87,0.032,0.43,0.0,0.184,0.797,129.987,4.0,3.0
Locked Away (feat. Adam Levine),What Dreams Are Made Of,"R. City,Adam Levine",2015-10-09,227480,81,2025-03-20T21:10:44Z,,0.509,1.0,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413,5.0,5.0
Why Not Me,Nostalgia Pack,"Forrest Frank,Forrest.",2023-05-26,206194,49,2025-03-20T21:10:44Z,"christian hip hop,christian pop,pop worship,christian,worship,gospel r&b",0.905,7.0,-7.384,0.298,0.463,0.0,0.526,0.689,145.961,4.0,1.0
Sunday Best,Where the Light Is,Surfaces,2019-01-06,158947,73,2025-03-20T21:10:44Z,,0.869,5.0,-5.984,0.0454,0.137,0.0,0.0746,0.738,112.003,4.0,3.0
Stalemate,Stalemate,"love-sadKID,Mochi",2017-08-04,74572,35,2025-03-20T21:10:44Z,,0.65,6.0,-8.187,0.473,0.86,0.0,0.133,0.423,83.368,4.0,1.0
Talk Too Much,How Will You Know If You Never Try,COIN,2017-04-21,187133,66,2025-03-20T21:10:44Z,,0.598,4.0,-5.119,0.0807,0.00947,0.0,0.347,0.482,103.966,4.0,3.0
Haegeum,D-DAY,Agust D,2023-04-21,168926,85,2025-03-20T21:10:44Z,"k-pop,k-rap",0.697,7.0,-2.651,0.304,0.313,0.0,0.471,0.831,85.097,5.0,5.0
Daechwita,D-2,Agust D,2020-05-22,225668,75,2025-03-20T21:10:44Z,"k-pop,k-rap",0.65,8.0,-4.014,0.0599,0.0229,0.0,0.121,0.223,144.995,4.0,3.0
Agust D,Agust D,Agust D,2016-08-16,234082,67,2025-03-20T21:10:44Z,"k-pop,k-rap",0.499,10.0,-2.148,0.309,0.0245,0.0,0.0455,0.592,79.987,4.0,1.0
give it to me,Agust D,Agust D,2016-08-16,149524,63,2025-03-20T21:10:44Z,"k-pop,k-rap",0.657,11.0,-3.889,0.185,0.000833,1.05e-05,0.158,0.43,94.987,4.0,1.0
SDL,D-DAY,Agust D,2023-04-21,171442,64,2025-03-20T21:10:44Z,"k-pop,k-rap",0.575,9.0,-2.62,0.214,0.2,0.0,0.226,0.609,164.029,4.0,1.0
People,D-2,Agust D,2020-05-22,197000,66,2025-03-20T21:10:44Z,"k-pop,k-rap",0.76,1.0,-6.441,0.0371,0.0616,0.0,0.118,0.372,120.008,4.0,1.0
People Pt.2 (feat. IU),D-DAY,"Agust D,IU",2023-04-21,213995,66,2025-03-20T21:10:44Z,"k-pop,k-rap,k-ballad",0.729,7.0,-4.779,0.0589,0.391,0.0,0.319,0.438,88.94,4.0,3.0
Moonlight,D-2,Agust D,2020-05-22,163015,61,2025-03-20T21:10:44Z,"k-pop,k-rap",0.689,7.0,-5.801,0.225,0.273,0.0,0.059,0.773,97.057,4.0,2.0
Burn It (feat. MAX),D-2,"Agust D,MAX",2020-05-22,192106,65,2025-03-20T21:10:44Z,"k-pop,k-rap",0.658,6.0,-7.088,0.0493,0.012,2.1e-06,0.272,0.336,114.044,4.0,1.0
HUH?! (feat. j-hope),D-DAY,"Agust D,j-hope",2023-04-21,183290,65,2025-03-20T21:10:44Z,"k-pop,k-rap",0.763,9.0,-2.785,0.302,0.207,0.0,0.229,0.522,139.911,4.0,1.0
Life Goes On,D-DAY,Agust D,2023-04-21,197638,66,2025-03-20T21:10:44Z,"k-pop,k-rap",0.439,4.0,-6.471,0.0773,0.0345,0.0,0.292,0.615,162.125,4.0,2.0
"Snooze (feat. Ryuichi Sakamoto, WOOSUNG of The Rose)",D-DAY,"Agust D,Ryuichi Sakamoto,WOOSUNG",2023-04-21,264760,66,2025-03-20T21:10:44Z,"k-pop,k-rap,japanese classical,ambient,k-rock",0.761,5.0,-4.68,0.0941,0.21,0.0,0.0771,0.377,89.959,4.0,1.0
Dear my friend (feat. Kim Jong Wan of NELL),D-2,"Agust D,Kim Jong Wan of NELL",2020-05-22,292078,59,2025-03-20T21:10:44Z,"k-pop,k-rap,soundtrack",0.561,0.0,-6.344,0.0638,0.0181,8.54e-06,0.0571,0.27,148.025,4.0,1.0
AMYGDALA,D-DAY,Agust D,2023-04-21,251533,67,2025-03-20T21:10:44Z,"k-pop,k-rap",0.311,7.0,-4.637,0.0553,0.226,0.0,0.105,0.16,78.265,4.0,1.0
D-Day,D-DAY,Agust D,2023-04-21,211373,65,2025-03-20T21:10:44Z,"k-pop,k-rap",0.59,4.0,-3.199,0.266,0.294,0.0,0.0959,0.699,139.934,5.0,1.0
Polar Night,D-DAY,Agust D,2023-04-21,165319,63,2025-03-20T21:10:44Z,"k-pop,k-rap",0.68,6.0,-4.224,0.223,0.137,0.0,0.34,0.906,128.045,4.0,1.0
Intro: Never Mind,The Most Beautiful Moment in Life Pt.2,BTS,2015-11-30,136428,54,2025-03-20T21:10:44Z,k-pop,0.339,6.0,-4.942,0.904,0.00765,0.0,0.329,0.397,79.956,4.0,1.0
The Last,Agust D,Agust D,2016-08-16,245757,62,2025-03-20T21:10:44Z,"k-pop,k-rap",0.755,1.0,-2.704,0.203,0.00167,0.00609,0.0848,0.444,119.98,4.0,1.0
Like 1999,Last Birthday,Valley,2021-10-01,144742,59,2025-03-20T21:10:44Z,,0.733,7.0,-7.955,0.0459,0.132,0.0,0.162,0.517,98.027,4.0,3.0
Beautiful Things,Fireworks & Rollerblades,Benson Boone,2024-04-05,180304,90,2025-03-20T21:10:44Z,,0.472,10.0,-5.692,0.0603,0.151,0.0,0.14,0.219,105.029,3.0,3.0
Lose Control,I've Tried Everything But Therapy (Part 1),Teddy Swims,2023-09-15,210688,90,2025-03-20T21:10:44Z,,0.561,9.0,-4.409,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3.0,1.0
TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncé,2024-02-11,233456,76,2025-03-20T21:10:44Z,,0.727,2.0,-6.549,0.078,0.582,0.0,0.158,0.375,110.012,4.0,2.0
End of Beginning,DECIDE,Djo,2022-09-16,159245,89,2025-03-20T21:10:44Z,psychedelic pop,0.689,2.0,-7.643,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4.0,14.0
ラブ・ドラマティック (Funky Flag Version),Funky Flag,"Masayuki Suzuki,伊原六花",2019-03-13,262946,48,2025-03-20T21:10:44Z,"anime,j-pop,kayokyoku,city pop",0.714,9.0,-4.949,0.0327,0.257,0.0,0.237,0.802,129.031,4.0,19.0
DADDY ! DADDY ! DO !,ALL TIME ROCK 'N' ROLL,"Masayuki Suzuki,鈴木愛理",2020-04-15,254640,62,2025-03-20T21:10:44Z,"anime,j-pop,kayokyoku,city pop",0.684,8.0,-3.826,0.0496,0.322,0.0,0.12,0.819,138.104,4.0,23.0
センチメンタルクライシス,Assortrip,halca,2018,243960,49,2025-03-20T21:10:44Z,"anime,j-pop",0.409,7.0,-2.535,0.105,0.0107,0.0018,0.127,0.577,167.127,4.0,18.0
ハートはお手上げ,ハートはお手上げ,鈴木愛理,2022-04-22,227027,40,2025-03-20T21:10:44Z,"anime,j-pop",0.647,5.0,-2.658,0.0953,0.224,8.37e-05,0.169,0.689,156.982,4.0,7.0
風に吹かれて,ハルカカナタヘ,福原 遥,2022-06-08,272826,39,2025-03-20T21:10:44Z,anime,0.388,3.0,-3.724,0.0334,0.291,0.0,0.063,0.401,179.933,4.0,7.0
ないものねだり,僕がCDを出したら,KANA-BOON,2013-04-24,262693,58,2025-03-20T21:10:44Z,"anime,j-rock,j-pop",0.471,6.0,-3.783,0.102,0.0002,0.00308,0.0974,0.529,174.85,4.0,5.0
My Nonfiction,My Nonfiction,"白銀御行(CV:古川慎),藤原千花(CV:小原好美)",2022-05-10,155931,44,2025-03-20T21:10:44Z,anime,0.724,11.0,-3.42,0.225,0.568,0.0,0.344,0.797,155.091,4.0,2.0
Daddy! Daddy! Do! (Kaguya-Sama: Love Is War),Daddy! Daddy! Do! (Kaguya-Sama: Love Is War),Miura Jam,2020-04-26,273237,32,2025-03-20T21:10:44Z,anime,0.607,6.0,-7.907,0.033,0.0525,0.0,0.121,0.689,138.962,4.0,2.0
Giri Giri (Kaguya-sama: Love is War),Giri Giri (Kaguya-sama: Love is War),Miura Jam,2022-04-04,87558,29,2025-03-20T21:10:44Z,anime,0.737,8.0,-3.543,0.053,0.0517,0.0,0.0962,0.967,129.001,4.0,2.0
渋谷で5時,野宮真貴 渋谷系ソングブック,"Maki Nomiya,Clémentine,Masayuki Suzuki",2018-10-31,261986,29,2025-03-20T21:10:44Z,"shibuya-kei,city pop,kayokyoku,japanese indie,electro swing,bossa nova,anime,j-pop",0.712,5.0,-5.309,0.0313,0.0548,0.000423,0.116,0.934,123.912,4.0,2.0
Sign,MICROCOSM,FLOW,2010-06-16,236426,65,2025-03-20T21:10:44Z,"anime,j-rock,j-pop",0.363,11.0,-2.899,0.0983,0.00183,0.0,0.335,0.678,177.968,4.0,2.0
DOLLFACE,DOLLFACE,"Ellise,Ashley Sienna",2024-03-22,107504,39,2025-03-20T21:10:44Z,,0.585,7.0,-3.521,0.098,0.0051,0.00854,0.332,0.684,169.985,4.0,17.0
Clues,Clues,Ashley Alisha,2024-01-23,195341,52,2025-03-20T21:10:44Z,,0.732,6.0,-6.197,0.109,0.348,1.94e-05,0.107,0.654,138.958,4.0,4.0
BUTTONS,chapter one,"shazza,Kidmeddling",2023-07-28,167142,14,2025-03-20T21:10:44Z,,0.698,5.0,-5.781,0.224,0.00844,0.0,0.0716,0.918,111.994,4.0,2.0
Slow Motion,Mika's Laundry,"Matt Champion,JENNIE",2024-03-22,165653,58,2025-03-20T21:10:44Z,"bedroom pop,k-pop",0.396,8.0,-10.487,0.221,0.781,5.94e-05,0.111,0.0709,157.625,4.0,3.0
Tango,MINT,ABIR,2018-10-19,186055,45,2025-03-20T21:10:44Z,,0.53,4.0,-5.998,0.224,0.2,0.0,0.112,0.462,144.993,4.0,6.0
Eternal Sunshine,Eternal Sunshine 1/2,"Seo actor,Dept,Ashley Alisha",2021-01-25,190645,48,2025-03-20T21:10:44Z,,0.627,0.0,-6.583,0.0481,0.775,0.0,0.0744,0.728,139.881,4.0,4.0
Romantic Devil,Romantic Devil (X Semantic Error),Coldin,2022-02-16,187773,40,2025-03-20T21:10:44Z,,0.803,2.0,-4.329,0.0438,0.0106,0.0,0.145,0.895,109.951,4.0,3.0
Dazzling,1st EP [Favorite],POW,2023-10-11,191218,39,2025-03-20T21:10:44Z,,0.774,11.0,-7.691,0.0413,0.0397,0.0,0.177,0.729,110.019,4.0,1.0
PANIC,PANIC,Dabit,2023-10-20,176826,19,2025-03-20T21:10:44Z,,0.697,0.0,-6.688,0.164,0.239,0.0,0.125,0.226,100.087,4.0,1.0
Cupid's Scene,Cupid's Scene,JAE KIM,2023-08-18,204000,15,2025-03-20T21:10:44Z,,0.736,10.0,-8.123,0.0305,0.0851,0.0,0.1,0.536,90.016,4.0,1.0
Effortless,Effortless,A.C.E,2023-11-07,182241,37,2025-03-20T21:10:44Z,k-pop,0.837,5.0,-4.557,0.0948,0.0968,0.0,0.163,0.659,125.014,4.0,1.0
Hands Up,Hands Up,NCT WISH,2023-10-08,194653,47,2025-03-20T21:10:44Z,k-pop,0.736,4.0,-2.868,0.0483,0.0859,0.0,0.0623,0.682,100.018,4.0,1.0
The One That Was Meant for Me,The One That Was Meant for Me,Johnny Huynh,2023-10-27,192875,49,2025-03-20T21:10:44Z,,0.522,10.0,-8.384,0.0307,0.529,0.0,0.3,0.211,134.857,4.0,1.0
The Feels,Formula of Love: O+T=<3,TWICE,2021-11-12,198053,70,2025-03-20T21:10:44Z,k-pop,0.808,9.0,-2.179,0.0729,0.0899,0.0,0.0816,0.922,120.044,4.0,18.0
Ko Ko Bop,THE WAR - The 4th Album,EXO,2017-07-18,190422,61,2025-03-20T21:10:44Z,k-pop,0.749,0.0,-4.346,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,4.0,11.0
BOOMBOOM,Seventeen 3rd Mini Album ’Going Seventeen’,SEVENTEEN,2016-12-05,206227,55,2025-03-20T21:10:44Z,k-pop,0.853,8.0,-3.047,0.0766,0.0347,0.0,0.171,0.686,108.111,4.0,13.0
Lotto,LOTTO - The 3rd Album Repackage,EXO,2016-08-18,189774,61,2025-03-20T21:10:44Z,k-pop,0.798,11.0,-3.207,0.0386,0.0618,0.0,0.193,0.702,99.996,4.0,11.0
Shouldn't Be,Shouldn't Be,Luke Chiang,2019-05-01,210480,73,2025-03-20T21:10:44Z,,0.647,6.0,-10.344,0.0312,0.728,0.0,0.123,0.323,124.999,3.0,26.0
Used to Me,Used to Me,Luke Chiang,2019-06-11,179544,65,2025-03-20T21:10:44Z,,0.797,5.0,-7.315,0.143,0.318,8.98e-06,0.352,0.691,100.029,4.0,24.0
May I Ask,May I Ask,"Luke Chiang,Alexis Kim",2019-04-01,230592,66,2025-03-20T21:10:44Z,,0.716,2.0,-9.216,0.0468,0.353,0.0,0.0897,0.389,146.021,4.0,22.0
Home,Home,Luke Chiang,2019-09-13,170952,61,2025-03-20T21:10:44Z,,0.808,0.0,-8.216,0.0439,0.254,1.61e-05,0.13,0.418,93.006,4.0,1.0
Paragraphs,Paragraphs,Luke Chiang,2019-10-18,233544,64,2025-03-20T21:10:44Z,,0.51,2.0,-9.913,0.0576,0.827,8.01e-06,0.28,0.208,73.354,4.0,22.0
Magic Shop,Love Yourself 轉 'Tear',BTS,2018-05-18,275695,67,2025-03-20T21:10:44Z,k-pop,0.531,1.0,-5.836,0.0907,0.103,0.0,0.0779,0.278,149.934,4.0,16.0
DIRT,DIRT,Zoe Ko,2024-03-20,135000,46,2025-03-20T21:10:44Z,,0.791,2.0,-7.907,0.0477,0.0174,0.027,0.131,0.915,140.029,4.0,11.0
Behind The Scenes,Behind The Scenes,TEYA,2024-03-22,156259,39,2025-03-20T21:10:44Z,,0.835,8.0,-9.491,0.0968,0.0337,0.000405,0.0736,0.46,147.038,4.0,9.0
Monster,Monster,Haven Madison,2024-03-08,199320,30,2025-03-20T21:10:44Z,,0.457,1.0,-8.006,0.0563,0.0517,0.00624,0.1,0.339,174.033,4.0,17.0
marionette,love me ugly,margø,2024-08-30,160041,44,2025-03-20T21:10:44Z,,0.658,4.0,-4.728,0.0514,0.0864,0.0,0.0941,0.538,117.105,4.0,9.0
Savage (feat. Kerser),Gothic Summer,"The Veronicas,Kerser",2024-03-22,193098,40,2025-03-20T21:10:44Z,aussie drill,0.601,10.0,-6.28,0.0952,0.184,0.0,0.145,0.446,142.122,4.0,3.0
Closer Than This,MUSE,Jimin,2024-07-19,223301,69,2025-03-20T21:10:44Z,k-pop,0.716,0.0,-6.051,0.0367,0.391,0.0,0.0691,0.431,87.984,4.0,6.0
Please Don't Change (feat. DJ Snake),GOLDEN,"Jung Kook,DJ Snake",2023-11-03,146684,72,2025-03-20T21:10:44Z,k-pop,0.797,11.0,-6.005,0.174,0.164,1.2e-06,0.164,0.768,114.878,4.0,3.0
2WORLDS,2WORLDS,"Madge,VALORANT",2024-03-24,149333,53,2025-03-20T21:10:44Z,hyperpop,0.783,10.0,-4.69,0.0624,0.156,5.73e-06,0.0683,0.659,135.043,4.0,11.0
MF Diamond,MF Diamond,CHINCHILLA,2024-03-15,167408,52,2025-03-20T21:10:44Z,,0.863,2.0,-5.848,0.0548,0.16,0.204,0.103,0.599,115.993,4.0,11.0
Sucker Punch,The Death Of Daisies,Neoni,2024-10-11,197364,45,2025-03-20T21:10:44Z,,0.752,7.0,-5.43,0.0544,0.00713,0.0,0.0916,0.349,128.992,4.0,4.0
hell of a good time,hell of a good time,Haiden Henderson,2024-03-15,161475,62,2025-03-20T21:10:44Z,,0.771,1.0,-4.943,0.08,0.0147,2.72e-06,0.134,0.838,130.006,4.0,7.0
Obsessed (feat. Ashley Sienna),Obsessed (feat. Ashley Sienna),"Sophie Powers,Ashley Sienna",2024-03-01,183750,47,2025-03-20T21:10:44Z,,0.744,7.0,-4.916,0.0626,0.0276,0.0717,0.159,0.33,120.029,4.0,16.0
Love Me Not,Love Me Not,Emei,2024-02-09,140355,59,2025-03-20T21:10:44Z,,0.701,7.0,-5.57,0.19,0.0279,0.0,0.282,0.911,87.953,4.0,9.0
"he loves me, he loves me not",petals,Jessica Baio,2024-01-12,157598,50,2025-03-20T21:10:44Z,,0.489,5.0,-7.179,0.253,0.023,3.9e-05,0.539,0.367,180.168,4.0,10.0
Doing Better,In Search Of The Antidote,FLETCHER,2024-03-22,153746,55,2025-03-20T21:10:44Z,,0.621,11.0,-8.315,0.236,0.119,1.55e-05,0.088,0.587,157.947,4.0,8.0
Aphrodite,Aphrodite,Sam Short,2024-01-05,141920,57,2025-03-20T21:10:44Z,,0.467,5.0,-5.766,0.0332,0.0318,2.5e-05,0.126,0.452,114.921,4.0,8.0
make a move,make a move,dee holt,2024-03-15,153559,27,2025-03-20T21:10:44Z,bedroom pop,0.771,9.0,-6.674,0.0329,0.147,0.00014,0.145,0.759,90.002,4.0,9.0
White Lies,White Lies,Flo Gallop,2024-02-16,136918,22,2025-03-20T21:10:44Z,,0.683,8.0,-6.466,0.159,0.183,0.0,0.498,0.872,152.062,4.0,9.0
kinda smacks,kinda smacks,"Royal & the Serpent,GAYLE",2024-02-14,136601,45,2025-03-20T21:10:44Z,,0.812,11.0,-5.164,0.0421,0.107,0.00424,0.076,0.97,138.041,4.0,3.0
THE ARSONIST & THE SUPERMODEL,THE ARSONIST & THE SUPERMODEL,liza,2024-02-23,132903,24,2025-03-20T21:10:44Z,,0.379,5.0,-10.634,0.061,0.00095,0.0,0.617,0.182,185.926,4.0,5.0
I Woke Up,I Woke Up,maryjo,2024-02-08,158888,25,2025-03-20T21:10:44Z,,0.59,5.0,-4.704,0.0512,0.0138,0.0,0.135,0.45,142.076,4.0,7.0
cry for help!,THIS IS A CRY FOR HELP,carobae,2024-02-22,168367,14,2025-03-20T21:10:44Z,,0.669,7.0,-5.926,0.0366,0.142,7.01e-05,0.357,0.756,129.962,4.0,3.0
Narcissist,Narcissist,Véyah,2024-02-16,147264,33,2025-03-20T21:10:44Z,,0.689,5.0,-3.773,0.0498,0.319,0.0,0.191,0.397,76.496,4.0,8.0
Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),"MAX,SUGA",2020-09-15,172244,57,2025-03-20T21:10:44Z,k-pop,0.746,0.0,-7.034,0.101,0.454,0.000922,0.133,0.411,149.967,4.0,6.0
IF I DON'T TEXT YOU FIRST,IF I DON'T TEXT YOU FIRST,Tiffany Day,2021-06-21,133547,55,2025-03-20T21:10:44Z,,0.76,9.0,-6.802,0.0824,0.269,0.0,0.305,0.677,104.987,4.0,1.0
Checklist (feat. Chromeo),Checklist (feat. Chromeo),"MAX,Chromeo",2019-11-01,135180,54,2025-03-20T21:10:44Z,"nu disco,alternative dance,indie dance",0.791,7.0,-4.023,0.0349,0.0709,0.0,0.196,0.873,123.059,4.0,8.0
Run Back To You,Run Back To You,"LAY,Lauv",2024-02-23,188750,56,2025-03-20T21:10:44Z,"c-pop,chinese hip hop,k-pop,mandopop,chinese r&b",0.925,10.0,-5.755,0.0454,0.0341,0.00232,0.107,0.885,117.993,4.0,1.0
Butter,Proof,BTS,2022-06-10,164952,74,2025-03-20T21:10:44Z,k-pop,0.759,8.0,-5.187,0.0948,0.00323,0.0,0.0788,0.695,109.997,4.0,4.0
Affection,Affection,Fiji Blue,2020-10-22,174211,52,2025-03-20T21:10:44Z,,0.827,10.0,-8.37,0.055,0.321,0.000137,0.095,0.836,113.002,4.0,2.0
can i see you tonight?,can i see you tonight?,Natalie Jane,2024-03-29,117628,54,2025-03-20T21:10:44Z,,0.717,5.0,-5.192,0.111,0.125,0.0,0.149,0.364,158.055,4.0,11.0
"oops, my bad!","oops, my bad!",emlyn,2024-03-29,187433,27,2025-03-20T21:10:44Z,,0.5,9.0,-5.744,0.182,0.0523,0.0,0.0886,0.751,199.848,4.0,17.0
WELCOME TO MY CHURCH,WELCOME TO MY CHURCH,Lucy Deakin,2024-03-27,179690,22,2025-03-20T21:10:44Z,,0.637,8.0,-2.582,0.0953,0.0056,0.0,0.224,0.334,97.047,4.0,14.0
Phobia,I'm the Queen in This Life (Original Soundtrack) Part.2,Seungmin,2024-03-15,173480,61,2025-03-20T21:10:44Z,,0.566,0.0,-5.353,0.0501,0.0498,0.0,0.108,0.545,94.788,4.0,3.0
Wanna Be My,Hobbies,LambC,2024-08-07,187922,24,2025-03-20T21:10:44Z,,0.659,6.0,-7.103,0.0278,0.225,1.33e-06,0.1,0.469,142.037,4.0,5.0
Foggy,Foggy,Milena,2024-03-14,153080,32,2025-03-20T21:10:44Z,,0.824,11.0,-9.339,0.0853,0.909,0.0325,0.332,0.448,80.0,3.0,4.0
"INFJ (Feat. B.I, BANG YEDAM)",Dingo X BIG Naughty,"BIG Naughty,B.I,BANG YEDAM",2023-12-28,209386,44,2025-03-20T21:10:44Z,"k-rap,k-ballad,k-pop",0.698,0.0,-4.812,0.0686,0.232,1.63e-06,0.0937,0.77,79.989,4.0,5.0
Why?,Why?,PLAVE,2023-05-25,147373,58,2025-03-20T21:10:44Z,k-pop,0.843,0.0,-5.569,0.0342,0.49,0.00106,0.123,0.669,100.03,4.0,6.0
Whenever It Rains (feat. Nason & amin),Whenever It Rains,"Dept,NASON,amin",2020-04-12,185737,53,2025-03-20T21:10:44Z,,0.654,2.0,-6.298,0.0682,0.822,0.0,0.143,0.421,138.942,4.0,4.0
2 O' CLOCK,2 O' CLOCK,dori,2022-02-01,152320,54,2025-03-20T21:10:44Z,,0.821,9.0,-5.555,0.0491,0.665,3.39e-06,0.102,0.744,92.044,4.0,3.0
Galaxy,Full Album RED PLANET,BOL4,2016-08-29,213853,59,2025-03-20T21:10:44Z,"k-pop,k-ballad",0.483,0.0,-2.407,0.143,0.683,0.0,0.0918,0.696,82.814,4.0,3.0
cocoa,cocoa,Sweet The Kid,2021-03-01,187659,46,2025-03-20T21:10:44Z,,0.6,4.0,-3.465,0.0631,0.335,0.0,0.131,0.572,94.072,4.0,1.0
Palette (feat. G-DRAGON),Palette,"IU,G-DRAGON",2017-04-21,217412,62,2025-03-20T21:10:44Z,"k-pop,k-ballad,k-rap",0.804,0.0,-3.81,0.2,0.458,0.0,0.102,0.62,102.013,4.0,2.0
Your Dog Loves You (Feat. Crush),Your Dog Loves You,"Colde,Crush",2018-03-28,273000,54,2025-03-20T21:10:44Z,"k-rap,k-pop,k-ballad",0.663,9.0,-11.433,0.0291,0.93,2.94e-05,0.555,0.131,101.819,4.0,2.0
Vancouver,Lovey Dovey,BIG Naughty,2022-05-04,216280,53,2025-03-20T21:10:44Z,"k-rap,k-ballad",0.622,6.0,-6.731,0.145,0.419,0.0,0.122,0.698,89.483,4.0,1.0
You Might (Feat. SHIRT),You Might (Feat. SHIRT),"g0nny,SHIRT",2023-09-05,187185,44,2025-03-20T21:10:44Z,,0.776,8.0,-8.097,0.0588,0.57,0.0,0.134,0.7,101.075,4.0,2.0
Pink cheeks,Pink cheeks,eldon,2020-06-04,183773,50,2025-03-20T21:10:44Z,,0.835,6.0,-4.509,0.0407,0.391,8.28e-06,0.124,0.705,95.012,4.0,1.0
It's Raining,It's Raining,Vincent Blue,2019-03-25,214326,49,2025-03-20T21:10:44Z,soundtrack,0.656,10.0,-6.348,0.0354,0.565,0.0,0.197,0.787,77.987,4.0,1.0
Like a Fool,Like a Fool,"NIve,Sam Kim",2020-04-02,214426,51,2025-03-20T21:10:44Z,"k-ballad,k-pop",0.492,9.0,-8.661,0.293,0.564,0.0,0.0927,0.492,177.034,3.0,1.0
nostalgia,nostalgia,"JUNNY,JAY B",2021-12-27,196866,52,2025-03-20T21:10:44Z,"k-rap,k-pop",0.536,9.0,-6.439,0.12,0.0228,0.0,0.19,0.457,180.06,4.0,1.0
