Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
jazz,jazz,Zmeyev,152798,35,lo-fi,0.627,0.304,7,-11.694,0,0.0391,0.95,0.952,0.122,0.326,157.977,4,2.6995208761122518
Only Good Vibes,Lazy Summer 2022,Mujo,121832,17,lo-fi,0.53,0.304,0,-13.453,1,0.0751,0.711,0.796,0.16,0.405,134.045,4,2.6721423682409307
Peaks of Chimborazo,Peaks of Chimborazo,"Moderator,Etherealplcs",152418,27,lo-fi,0.638,0.39,7,-10.881,0,0.0591,0.831,0.852,0.116,0.528,77.996,4,2.3737166324435317
Longing for Rain,Autumn Woodlands 2022,RejSende,134082,34,lo-fi,0.621,0.34,10,-11.322,0,0.0337,0.766,0.923,0.216,0.289,85.027,4,2.431211498973306
Foggy Day,Urban Melancholy,"Zmeyev,.Eehou",144070,23,lo-fi,0.658,0.401,6,-12.214,0,0.157,0.879,0.677,0.134,0.511,80,4,6.020533880903491
Underwater,Underwater,"Tibeauthetraveler,reysi",145805,27,lo-fi,0.668,0.306,11,-10.837,1,0.193,0.421,0.748,0.11,0.255,74.002,4,3.2005475701574264
Blue Skies,Blue Skies,"Aoko,brass.beats",156831,34,lo-fi,0.708,0.354,11,-13.002,0,0.0637,0.663,0.39,0.101,0.156,80,4,2.546201232032854
Last Light,Ocean Above,"Nothingtosay,D0d.",139092,27,lo-fi,0.641,0.292,9,-15.038,1,0.0381,0.751,0.92,0.0859,0.143,79.021,4,3.800136892539357
Cloudy Day,Cloudy Day,Lemeria,193307,30,lo-fi,0.71,0.24,1,-17.041,0,0.0546,0.806,0.87,0.127,0.103,79.997,4,3.802874743326489
Okay,Okay,Downtown Owl,172235,37,lo-fi,0.696,0.487,10,-11.392,1,0.0362,0.134,0.772,0.139,0.387,85.005,4,4.695414099931554
Flowers,undercover,owlh,206756,45,lo-fi,0.887,0.488,9,-4.792,0,0.0646,0.0408,0.885,0.0928,0.869,110.994,4,1.3579739904175223
Mad World,Nemuri Neko,Kamakuras,219000,41,lo-fi,0.684,0.274,2,-17.796,1,0.0474,0.756,0.887,0.104,0.323,79.99,4,1.1471594798083504
Magic,undercover,owlh,248166,42,lo-fi,0.656,0.587,9,-5.37,1,0.0548,0.359,0.86,0.109,0.336,179.947,4,1.3579739904175223
THATS WHAT I WANT,undercover,owlh,164800,40,lo-fi,0.77,0.28,1,-6.186,0,0.229,0.00464,0.864,0.105,0.726,74.993,4,1.3579739904175223
Lose You To Love Me,undercover,owlh,203281,40,lo-fi,0.761,0.568,1,-6.755,0,0.0392,0.0383,0.904,0.193,0.147,95.963,4,1.3579739904175223
July,undercover,owlh,147692,40,lo-fi,0.856,0.486,9,-7.006,0,0.0556,0.435,0.914,0.329,0.478,143.017,4,1.3579739904175223
LOVE AGAIN,undercover,owlh,143536,40,lo-fi,0.654,0.417,2,-12.511,1,0.0453,0.54,0.899,0.12,0.241,97.018,4,1.3579739904175223
Last Night,undercover,owlh,160059,39,lo-fi,0.672,0.725,4,-6.47,0,0.0252,0.0517,0.931,0.105,0.247,99.001,4,1.3579739904175223
Heaven,undercover,owlh,174401,40,lo-fi,0.804,0.368,0,-6.531,1,0.0389,0.619,0.878,0.125,0.676,116.972,4,1.3579739904175223
All Girls Are The Same,undercover,owlh,163566,39,lo-fi,0.764,0.44,4,-9.792,0,0.0578,0.181,0.832,0.15,0.326,157,4,1.3579739904175223
Strangers,undercover,owlh,192990,39,lo-fi,0.772,0.483,11,-4.383,0,0.0547,0.0578,0.584,0.146,0.617,76.475,4,1.3579739904175223
Left Unsaid,Thin Lines,Hoogway,142285,51,lo-fi,0.515,0.117,1,-20.427,0,0.0295,0.931,0.892,0.121,0.0687,140.174,4,3.241615331964408
Dragonwalker,Fairy Tales,"Tibeauthetraveler,Dario Lessing",174866,46,lo-fi,0.406,0.159,7,-16.522,0,0.0441,0.923,0.84,0.0943,0.0697,69.979,4,1.4264202600958247
Moonlight,Life Is For Living,Hoogway,162461,33,lo-fi,0.573,0.132,5,-20.596,1,0.0305,0.955,0.891,0.0999,0.124,130.016,4,1.2922655715263518
Cybele,Sunday Morning,sinnr,132111,39,lo-fi,0.654,0.142,8,-18.329,0,0.036,0.951,0.901,0.11,0.0412,134.29,4,3.028062970568104
Ash,Ash,"ticofaces,Aelkay",140800,51,lo-fi,0.476,0.152,0,-18.724,0,0.0451,0.962,0.919,0.104,0.243,100.747,3,1.9739904175222451
Green And Ash,Golden Age,"Mondo Loops,Grisp",128000,33,lo-fi,0.578,0.149,5,-21.833,0,0.0296,0.916,0.843,0.117,0.166,119.893,4,1.3689253935660506
Kiss Me,Silk,"iamalex,Felty,Blossum",171940,51,lo-fi,0.67,0.242,3,-17.378,1,0.0544,0.912,0.33,0.0796,0.135,134.081,4,3.652292950034223
Forest Dreams,Stories from another world,Nadav Cohen,187857,34,lo-fi,0.552,0.237,0,-17.598,0,0.0338,0.963,0.904,0.105,0.109,133.96,4,1.407255305
Warped Times,Golden Age,Mondo Loops,139354,30,lo-fi,0.528,0.0648,2,-23.55,1,0.031,0.907,0.948,0.114,0.136,124.023,4,1.3689253935660506
Mourning Dove,Evermore,"WYS,Sweet Medicine",141158,51,lo-fi,0.654,0.535,6,-11.861,0,0.0429,0.771,0.908,0.0879,0.183,139.932,4,4.1067761806981515
Regenbogenwunder,Fairy Tales,"Tibeauthetraveler,Dario Lessing,Claudia Lessing",168859,29,lo-fi,0.248,0.333,8,-16.565,0,0.0347,0.744,0.906,0.117,0.06,74.242,4,1.4264202600958247
A Lesson to Be Learned,Path to Shing,Kainbeats,119090,39,lo-fi,0.662,0.104,9,-20.435,1,0.0451,0.961,0.929,0.0859,0.0749,132.036,4,1.4455852156057496
Eisinsel,Fairy Tales,"Tibeauthetraveler,Dario Lessing",204730,28,lo-fi,0.234,0.26,11,-18.051,0,0.0386,0.927,0.936,0.0769,0.0373,63.433,4,1.4264202600958247
Childlike Wonder,Scenery,"Tibeauthetraveler,Lawrence Walther",148495,47,lo-fi,0.7,0.218,2,-12.003,1,0.0299,0.786,0.802,0.144,0.076,110.017,4,3.5537303216974676
New Beginnings,New Beginnings,"Osaki,Tibeauthetraveler",135575,50,lo-fi,0.722,0.323,6,-14.594,0,0.043,0.94,0.667,0.0786,0.0381,117.038,4,3.488021902806297
Moondrops,Directions,"Akīn,Living Room",123692,51,lo-fi,0.754,0.111,9,-21.743,0,0.0441,0.929,0.924,0.112,0.294,124.063,4,3.077344284736482
Heading Home,Precious Moments,Celestial Alignment,181636,36,lo-fi,0.724,0.112,11,-24.477,0,0.0349,0.658,0.853,0.116,0.157,109.948,4,4.156057495
Noir,Somewhere. Nowhere.,Kupla,144761,40,lo-fi,0.657,0.395,0,-10.15,0,0.0751,0.755,0.461,0.189,0.205,126.232,4,1.3880903490759753
Elsewhere,Somewhere. Nowhere.,Kupla,125822,37,lo-fi,0.473,0.451,8,-8.49,0,0.0504,0.836,0.9,0.151,0.421,148.35,4,1.3880903490759753
yourcolors,wilderness,Nvmb.,134164,51,lo-fi,0.567,0.15,1,-12.542,1,0.0588,0.727,0.932,0.119,0.205,87.996,4,3.980835044490075
Eternal Beauty,Sleeping soul,Tenno,176769,39,lo-fi,0.614,0.387,7,-14.561,0,0.0275,0.436,0.916,0.359,0.0959,130.018,4,1.3305954825462012
a story once told,midnight at the lake,idylla,154166,53,lo-fi,0.528,0.0254,11,-24.434,1,0.0293,0.968,0.919,0.0922,0.0373,108.09,4,1.3032169746748803
With Each Step,Path to Shing,Kainbeats,139687,41,lo-fi,0.444,0.105,10,-21.365,1,0.0354,0.927,0.912,0.0993,0.115,111.609,1,1.4455852156057496
Glass Spire,Finding Beauty,"Kainbeats,Towerz",158823,51,lo-fi,0.68,0.0495,6,-16.593,1,0.05,0.89,0.928,0.097,0.125,68.089,4,3.893223819301848
Breathing Stone,Sleeping soul,Tenno,204090,50,lo-fi,0.499,0.328,8,-15.932,0,0.0335,0.737,0.843,0.0882,0.15,132.094,4,1.3305954825462012
A Breath of Fresh Air,In Search of Peace,DaniSogen,158490,31,lo-fi,0.623,0.138,2,-19.669,0,0.0314,0.849,0.881,0.437,0.208,106.015,4,2.855578370978782
Blue Moon,Window Seat,"takeo,Spencer Hunt",132971,50,lo-fi,0.597,0.097,7,-20.965,1,0.0485,0.92,0.884,0.103,0.188,74.016,4,4.640657084188912
End of the Road,Somewhere. Nowhere.,Kupla,166562,34,lo-fi,0.46,0.488,7,-10.297,0,0.147,0.663,0.847,0.12,0.234,69.718,4,1.3880903490759753
A Shrine in the Clouds,Path to Shing,Kainbeats,109685,37,lo-fi,0.682,0.138,1,-18.957,1,0.0542,0.972,0.936,0.0925,0.167,132.033,4,1.4455852156057496
The Floating Shrine,The Ocean,"Alto,Two Scents,Lenny Loops",124931,30,lo-fi,0.553,0.177,4,-16.662,0,0.0316,0.911,0.917,0.0894,0.0777,73.025,4,1.3497604380561259
Sky Above,Dreamtime,Sleepermane,118408,49,lo-fi,0.551,0.198,0,-20.497,0,0.0544,0.915,0.907,0.12,0.0442,112.861,3,2.6639288158795345
a lonely star,falling dreams,Jhove,217333,51,lo-fi,0.786,0.178,9,-21.703,1,0.0575,0.81,0.948,0.102,0.273,90.009,4,4.112251882272417
"New Apartment, No Furniture",Keeping Time,azayaka,129671,37,lo-fi,0.732,0.289,9,-18.68,1,0.206,0.786,0.959,0.112,0.808,74.996,4,1.3114305270362765
Schoolyard Memo,Keeping Time,azayaka,169014,40,lo-fi,0.687,0.197,9,-18.73,1,0.126,0.945,0.867,0.11,0.432,71.015,4,1.3114305270362765
Slumber Song,Somewhere. Nowhere.,Kupla,132467,36,lo-fi,0.679,0.329,7,-14.708,0,0.0593,0.927,0.912,0.105,0.276,154.029,3,1.3880903490759753
Hideaway,Distant Images,"softy,Mondo Loops",155224,52,lo-fi,0.587,0.257,3,-15.074,1,0.0329,0.957,0.872,0.108,0.131,143.942,4,4.002737850787132
After The Rain,Rooftop Memo,"Osaki,Tibeauthetraveler",137581,31,lo-fi,0.711,0.189,4,-16.344,1,0.0456,0.849,0.756,0.0892,0.06,139.997,4,3.2251882272416155
We Met in the Forest,Sons of the Dew,Raimu,201142,42,lo-fi,0.453,0.169,0,-18.173,0,0.0531,0.754,0.867,0.167,0.0496,157.456,4,3.9589322381930185
Persian Breeze,Fairy Tales,"Tibeauthetraveler,Dario Lessing",192866,35,lo-fi,0.356,0.32,9,-15.66,1,0.0287,0.787,0.939,0.0974,0.0381,69.53,4,1.4264202600958247
Fragments Of Paradise,Golden Age,Mondo Loops,148363,31,lo-fi,0.601,0.122,5,-22.344,1,0.0284,0.766,0.929,0.0877,0.145,110.017,4,1.3689253935660506
Reflection,Distant Worlds,Purrple Cat,191257,37,lo-fi,0.63,0.212,7,-17.003,0,0.035,0.817,0.64,0.116,0.0582,159.956,4,4.257357973990418
We Met,Until Forever,Yasumu,141442,49,lo-fi,0.702,0.438,7,-13.475,0,0.0476,0.695,0.892,0.382,0.344,129.969,4,4.4106776180698155
Dream Of A Butterfly,Fairy Tales,"Tibeauthetraveler,Dario Lessing",138009,31,lo-fi,0.584,0.318,4,-17.502,0,0.0365,0.573,0.934,0.16,0.11,130.044,4,1.4264202600958247
White Butterfly,Cascades,Tibeauthetraveler,143397,45,lo-fi,0.506,0.31,2,-15.032,1,0.0386,0.908,0.972,0.111,0.154,63.003,4,2.5489390828199863
Enchanted Reverie,Fairy Tales,"Tibeauthetraveler,Dario Lessing",191428,34,lo-fi,0.455,0.294,1,-18.2,0,0.0356,0.631,0.918,0.121,0.038,139.983,5,1.4264202600958247
Sunset Swim,Barbados,"Tibeauthetraveler,Banks",148401,46,lo-fi,0.444,0.117,2,-11.379,1,0.0421,0.903,0.892,0.113,0.187,119.926,4,2.702258726899384
Secret Departure,The Ocean,"Alto,Lenny Loops,Two Scents",132173,29,lo-fi,0.51,0.278,10,-12.593,0,0.0473,0.773,0.866,0.112,0.0635,138.009,4,1.3497604380561259
Dozing,Dozing,Chris Mazuera,146346,49,lo-fi,0.644,0.273,9,-12.114,1,0.0933,0.354,0.848,0.0893,0.387,156.113,4,4.7939767282683095
Autumn Breeze,Keeping Time,azayaka,128780,52,lo-fi,0.79,0.166,1,-16.431,1,0.109,0.627,0.931,0.111,0.179,81.996,4,1.3114305270362765
Life Is For Living,Life Is For Living,"Hoogway,HoKø",173275,38,lo-fi,0.561,0.0729,9,-21.941,1,0.0334,0.84,0.908,0.319,0.0399,115.959,4,1.2922655715263518
Giants,Somewhere. Nowhere.,Kupla,150000,35,lo-fi,0.641,0.397,6,-7.895,1,0.0426,0.901,0.811,0.18,0.308,80.191,4,1.3880903490759753
Soare,2 A.M Chill Session,Tibeauthetraveler,250217,36,lo-fi,0.57,0.578,7,-11.891,0,0.0309,0.513,0.872,0.116,0.0562,95.004,4,1.593429158110883
Dusk,Purple Skies,"S N U G,Mondo Loops",156322,51,lo-fi,0.579,0.309,0,-12.454,0,0.0415,0.678,0.889,0.11,0.132,171.966,4,3.800136892539357
The Last Onod,Golden Age,Mondo Loops,144905,29,lo-fi,0.669,0.137,2,-18.51,1,0.0282,0.867,0.915,0.11,0.151,105.998,4,1.3689253935660506
Ava,Aquilla,"Loafy Building,Ambulo",144347,49,lo-fi,0.709,0.133,8,-17.349,0,0.055,0.943,0.897,0.0934,0.463,137.964,4,1.7138945927446954
Childhood Memo,Afloat Again,"mell-ø,Ambulo",97322,51,lo-fi,0.679,0.201,2,-10.502,1,0.0427,0.895,0.925,0.109,0.36,80.011,4,5.0513347022587265
Sushi Night,Path to Shing,Kainbeats,138571,41,lo-fi,0.64,0.154,5,-22.391,1,0.0353,0.944,0.93,0.105,0.226,125.986,4,1.4455852156057496
Golden Hour,Golden Hour,"Jhove,fourwalls",136000,50,lo-fi,0.658,0.259,6,-22.248,1,0.113,0.258,0.505,0.0988,0.0546,86.005,4,3.9041752224503763
Overgrown,The Inner Light,Tenno,137910,52,lo-fi,0.493,0.312,8,-15.138,0,0.0386,0.742,0.925,0.115,0.153,134.063,4,3.7234770704996576
Talking Till Late,Keeping Time,azayaka,154800,38,lo-fi,0.63,0.239,2,-19.803,1,0.0721,0.972,0.865,0.137,0.556,75.012,4,1.3114305270362765
Patience Brings Prosperity,Path to Shing,Kainbeats,113596,51,lo-fi,0.69,0.199,10,-12.796,1,0.0323,0.932,0.93,0.0969,0.23,135.994,4,1.4455852156057496
Beauty In All Forms,Beauty In All Forms,Hoogway,130285,49,lo-fi,0.578,0.0587,1,-21.086,1,0.0405,0.885,0.921,0.106,0.0751,140.085,4,3.8220396988364134
New Horizons,The Ocean,"Alto,Lenny Loops,Two Scents",157714,32,lo-fi,0.384,0.0798,10,-20.752,1,0.0323,0.752,0.908,0.141,0.0948,140.095,4,1.3497604380561259
Perfume,When I Dreamt of You,Lilac,155951,52,lo-fi,0.859,0.0165,4,-17.748,0,0.0627,0.88,0.881,0.0577,0.322,68.037,4,3.8329911019849416
Ancient Stones,Golden Age,"Mondo Loops,Kanisan",128000,34,lo-fi,0.328,0.211,1,-14.896,0,0.0453,0.806,0.884,0.0999,0.269,77.01,4,1.3689253935660506
Inhale,Moments To Keep,"Hoogway,Nowun",161379,49,lo-fi,0.602,0.139,8,-19.865,0,0.0333,0.978,0.909,0.0897,0.0602,115.972,4,3.5208761122518824
Flower Fields,Discrete Landscapes,"no one's perfect,Kanisan",110418,49,lo-fi,0.715,0.125,0,-11.715,1,0.033,0.485,0.808,0.0845,0.263,77.044,1,3.2799452429842573
Rituals,Rituals,"Living Room,M e a d o w",132625,51,lo-fi,0.74,0.154,11,-17.552,0,0.048,0.901,0.736,0.109,0.189,133.975,4,3.991786447638604
Blue Forest Over The Hill,The Ocean,"Alto,Two Scents,Lenny Loops",124800,30,lo-fi,0.371,0.206,7,-19.139,1,0.0321,0.888,0.941,0.108,0.0438,99.725,4,1.3497604380561259
Voices of the Ancestors,The Magic Unfolds,DaniSogen,140000,29,lo-fi,0.683,0.141,2,-19.727,0,0.043,0.226,0.903,0.0944,0.27,119.975,4,3.1047227926078027
Golden Age,Golden Age,Mondo Loops,148965,27,lo-fi,0.518,0.0846,7,-22.251,1,0.0318,0.809,0.949,0.1,0.189,116.027,4,1.3689253935660506
Never Change,Sweetest Perfection,Tibeauthetraveler,151450,49,lo-fi,0.573,0.271,3,-13.643,1,0.0265,0.76,0.874,0.248,0.0958,130.111,4,0.9774127310061602
Old Feelings,Old Feelings,slowburn,136164,53,lo-fi,0.569,0.0739,1,-24.937,1,0.0423,0.895,0.909,0.0964,0.14,58.525,4,1.322381930184805
Lights In The Deepest Blue,The Ocean,"Alto,Two Scents,Lenny Loops",123428,52,lo-fi,0.42,0.148,0,-19.092,1,0.0424,0.883,0.881,0.103,0.21,69.817,4,1.3497604380561259
Starlit Pools,Atlantis,Kainbeats,144922,50,lo-fi,0.741,0.0779,2,-17.686,1,0.0435,0.923,0.955,0.0958,0.127,128.055,4,3.159479808350445
pure,Innocence,Bcalm,128709,53,lo-fi,0.776,0.143,0,-19.114,1,0.0447,0.898,0.788,0.094,0.162,123.909,4,2.529774127310062
lofi rain,lofi study 2021,a girl and a cat,118400,54,lo-fi,0.336,0.447,5,-11.923,0,0.0374,0.717,0.906,0.141,0.319,75.01,4,4.251882272416153
what was i made for?,stories,rosarummet,209230,50,lo-fi,0.703,0.182,0,-14.299,1,0.0438,0.83,0.938,0.104,0.196,78.034,4,1.1663244353182751
cruel summer,stories,rosarummet,183000,45,lo-fi,0.695,0.208,9,-13.5,1,0.0617,0.746,0.915,0.11,0.535,79.995,4,1.1663244353182751
Lonely,Covers Collection (Vol. 3),LAV8,197428,40,lo-fi,0.779,0.316,0,-17.397,0,0.0802,0.567,0.883,0.279,0.623,140.005,4,2.9295003422313486
you.,daydreams,rosarummet,166702,30,lo-fi,0.552,0.3,0,-15.244,1,0.193,0.775,0.807,0.269,0.147,170.068,4,4.7118412046543465
I Want You Back,Diana Ross Presents The Jackson 5,The Jackson 5,176333,76,christmas,0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,4,55.290896646132786
Ain't No Mountain High Enough,United,"Marvin Gaye,Tammi Terrell",151666,83,soul,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.797,129.987,4,57.596167008898014
Not Alone (Live),StarKid Homecoming: Vol. 2 (Live),"Jaime Lyn Beatty,Darren Criss,Joey Richter,Bonnie Socha",270531,21,musicals,0.381,0.489,2,-7.419,1,0.0509,0.377,0,0.785,0.332,118.422,3,5.292265571526352
First Burn,First Burn,"Ari Afsar,Julia Harriman,Lexi Lawson,Rachelle Ann Go,Shoba Narayan",182827,65,musicals,0.679,0.472,11,-6.871,0,0.036,0.343,0,0.649,0.346,99.024,3,6.926762491444216
If I Could Tell Her,Dear Evan Hansen (Original Broadway Cast Recording),"Ben Platt,Laura Dreyfuss",248653,59,musicals,0.584,0.312,4,-8.249,1,0.0405,0.647,0,0.152,0.455,96.026,4,8.161533196440795
What'd I Miss,Hamilton (Original Broadway Cast Recording),"Daveed Diggs,Leslie Odom Jr.,Okieriete Onaodowan,Original Broadway Cast of Hamilton",236701,65,musicals,0.539,0.577,7,-7.763,1,0.386,0.169,0,0.14,0.319,177.787,4,9.522245037645447
My Shot,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",333154,70,musicals,0.698,0.649,8,-6.764,1,0.415,0.15,0,0.0903,0.568,180.466,4,9.522245037645447
Farmer Refuted,Hamilton (Original Broadway Cast Recording),"Thayne Jasperson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",112742,66,musicals,0.795,0.409,9,-8.334,0,0.372,0.684,0,0.0548,0.577,77.879,3,9.522245037645447
Alexander Hamilton,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Daveed Diggs,Okieriete Onaodowan,Lin-Manuel Miranda,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton,Anthony Ramos",236737,72,musicals,0.609,0.435,11,-7.861,0,0.285,0.522,0,0.118,0.552,131.995,4,9.522245037645447
Non-Stop,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Renée Elise Goldsberry,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton",385438,71,musicals,0.77,0.482,6,-9.529,1,0.351,0.211,0,0.223,0.441,91.994,4,9.522245037645447
Spider-Man 2099 (Miguel O'Hara),Spider-Man: Across the Spider-Verse (Original Score),Daniel Pemberton,62720,50,musicals,0.304,0.341,2,-11.904,1,0.0354,0.0534,0.259,0.137,0.0784,139.761,4,1.837097878
For You,musicals,"CHEN,BAEKHYUN,XIUMIN",196549,61,musicals,0.533,0.838,0,-3.723,1,0.0319,0.102,0,0.394,0.449,75.021,4,8.605065023956195
Stay With Me,musicals,"CHANYEOL,Punch",192441,70,musicals,0.558,0.526,0,-4.686,0,0.033,0.431,0,0.126,0.202,124.709,4,8.331279945242985
The Story of Tonight,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Okieriete Onaodowan,Daveed Diggs,Original Broadway Cast of Hamilton,Anthony Ramos",91980,67,musicals,0.494,0.237,4,-10.579,1,0.0517,0.835,0,0.648,0.625,95.219,3,9.522245037645447
The Schuyler Sisters,Hamilton (Original Broadway Cast Recording),"Renée Elise Goldsberry,Phillipa Soo,Jasmine Cephas-Jones,Leslie Odom Jr.,Original Broadway Cast of Hamilton",186542,70,musicals,0.74,0.727,2,-6.253,1,0.278,0.187,0,0.627,0.792,101.409,4,9.522245037645447
Ex-Wives,Six: The Musical (Studio Cast Recording),SIX,350218,63,musicals,0.703,0.443,0,-9.601,0,0.0862,0.0499,0,0.338,0.367,136.647,4,6.590006844626968
No Way,Six: The Musical (Studio Cast Recording),"SIX,Renée Lamb",241501,59,musicals,0.629,0.713,5,-6.498,0,0.173,0.0306,0,0.173,0.511,119.363,4,6.590006844626968
Don't Lose Ur Head,Six: The Musical (Studio Cast Recording),"SIX,Christina Modestou",245303,65,musicals,0.859,0.605,7,-7.635,0,0.357,0.251,0,0.132,0.722,82.91,4,6.590006844626968
Heart of Stone,Six: The Musical (Studio Cast Recording),"SIX,Natalie Paris",311301,59,musicals,0.513,0.426,5,-8.14,1,0.03,0.452,0,0.115,0.101,115.196,4,6.590006844626968
Haus of Holbein,Six: The Musical (Studio Cast Recording),SIX,126870,58,musicals,0.672,0.666,5,-6.534,0,0.156,0.0362,0,0.323,0.832,150.111,4,6.590006844626968
Get Down,Six: The Musical (Studio Cast Recording),"SIX,Genesis Lynea",253993,60,musicals,0.898,0.406,4,-9.905,0,0.102,0.00986,0,0.0509,0.39,102.985,4,6.590006844626968
All You Wanna Do,Six: The Musical (Studio Cast Recording),"SIX,Aimie Atkinson",410089,62,musicals,0.738,0.532,11,-7.967,0,0.187,0.302,0,0.0855,0.596,143.991,4,6.590006844626968
I Don't Need Your Love,Six: The Musical (Studio Cast Recording),"SIX,Izuka Hoyle",367989,57,musicals,0.535,0.447,5,-8.569,1,0.0612,0.326,0,0.192,0.331,97.611,4,6.590006844626968
Shadow Waltz,42nd Street (Original Cast Recording),"Tammy Grimes,42nd Street Ensemble",209826,20,musicals,0.371,0.062,9,-21.422,0,0.0347,0.958,5.31e-05,0.179,0.187,137.974,3,40.86789869952088
Young and Healthy,42nd Street (Original Cast Recording),"Lee Roy Reams,Wanda Richert",135493,18,musicals,0.484,0.127,0,-20.467,1,0.0406,0.945,0,0.132,0.311,90.849,4,40.86789869952088
"Mirror, Mirror","Mirror, Mirror",Abigail Barlow,114339,15,musicals,0.396,0.659,5,-5.834,1,0.0825,0.269,2.08e-06,0.0612,0.287,136.378,4,1.3990417522245038
Sleepless in Seoul (feat. LEE SUHYUN),5.2 (feat. LEE SUHYUN),"10CM,LEE SUHYUN",257453,50,musicals,0.519,0.438,5,-5.5,1,0.048,0.688,0,0.108,0.383,174.884,3,3.890485968514716
Beyond Love (Feat. 10CM),Beyond Love,"BIG Naughty,10CM",188706,52,musicals,0.507,0.571,7,-6.909,1,0.0856,0.222,0,0.241,0.587,174.954,4,2.954140999315537
It's Raining,It's Raining,Vincent Blue,214326,49,musicals,0.656,0.369,10,-6.348,1,0.0354,0.565,0,0.197,0.787,77.987,4,6.026009582477755
Watch Me Work,musicals,"Andrew Rannells,Brianna Mazzola",150266,64,musicals,0.747,0.693,1,-4.416,1,0.05,0.0087,0,0.144,0.747,119.921,4,1.4537987679671458
Good Morning Baltimore,musicals,"Nikki Blonsky,Motion Picture Cast of Hairspray",234093,61,musicals,0.628,0.832,4,-4.365,1,0.0618,0.191,0,0.186,0.744,133.037,4,17.73305954825462
Happy Day In Hell,musicals,"Erika Henningsen,Stephanie Beatriz,Sam Haft,Mick Lauer,Keith David,Blake Roman,Andrew Underberg",177664,55,musicals,0.405,0.549,10,-6.394,1,0.057,0.719,0,0.285,0.65,80.454,4,1.4537987679671458
Hell Is Forever,musicals,"Alex Brightman,Erika Henningsen,Andrew Underberg,Sam Haft",140653,65,musicals,0.695,0.796,0,-4.522,1,0.0876,0.213,0,0.498,0.937,137.969,4,1.1663244353182751
Stayed Gone,musicals,"Christian Borle,Amir Talai,Joel Perez,Andrew Underberg,Sam Haft",180475,66,musicals,0.382,0.836,9,-5.661,0,0.403,0.0725,0,0.23,0.444,201.776,4,1.1663244353182751
It Starts With Sorry,musicals,"Alex Brightman,Erika Henningsen,Stephanie Beatriz,Blake Roman,Andrew Underberg,Sam Haft",90028,56,musicals,0.491,0.337,5,-6.853,1,0.0315,0.344,0,0.079,0.483,110.826,3,1.1663244353182751
Respectless,musicals,"Daphne Rubin-Vega,Lilli Cooper,James Monroe Iglehart,Andrew Underberg,Sam Haft",95682,64,musicals,0.556,0.828,1,-3.888,0,0.315,0.0877,0,0.243,0.695,100.957,4,1.1663244353182751
Whatever It Takes,musicals,"Daphne Rubin-Vega,Stephanie Beatriz,James Monroe Iglehart,Sam Haft,Andrew Underberg",177451,58,musicals,0.418,0.582,7,-4.392,1,0.0293,0.0643,0,0.271,0.179,180.066,4,1.1663244353182751
Hell’s Greatest Dad,musicals,"Jeremy Jordan,Amir Talai,Erika Henningsen,Kimiko Glenn,Andrew Underberg,Sam Haft",133717,66,musicals,0.679,0.827,7,-4.583,1,0.187,0.139,0,0.233,0.922,120.07,4,1.1663244353182751
More Than Anything,musicals,"Jeremy Jordan,Erika Henningsen,Andrew Underberg,Sam Haft",193235,62,musicals,0.494,0.454,6,-7.548,1,0.0347,0.669,0,0.282,0.242,130.628,4,1.1663244353182751
Welcome To Heaven,musicals,"Darren Criss,Shoba Narayan,Patina Miller,Andrew Underberg,Sam Haft",60554,55,musicals,0.661,0.729,0,-4.623,1,0.0749,0.0533,0,0.57,0.483,122.094,4,1.1663244353182751
You Didn’t Know,musicals,"Erika Henningsen,Shoba Narayan,Patina Miller,Jessica Vosk,Stephanie Beatriz,Andrew Underberg,Sam Haft",188677,64,musicals,0.507,0.691,4,-5.513,1,0.192,0.384,0,0.0857,0.621,145.917,4,1.1663244353182751
Out For Love,musicals,"Daphne Rubin-Vega,Andrew Underberg,Sam Haft",90305,64,musicals,0.764,0.875,9,-4.812,0,0.165,0.0249,0,0.218,0.968,125.166,4,1.1663244353182751
Ready For This,musicals,"Erika Henningsen,Leslie Kritzer,Amir Talai,Kimiko Glenn,Alex Brightman,Blake Roman,Andrew Underberg,Sam Haft",209996,59,musicals,0.527,0.724,0,-4.867,0,0.131,0.529,0,0.048,0.756,136.649,4,1.1663244353182751
