ts,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name
2023-03-03T23:26:22Z,ラブ・ドラマティック (Funky Flag Version),Masayuki Suzuki,Funky Flag
2023-03-03T23:30:36Z,光るなら,Goose house,Milk
2023-03-03T23:34:35Z,,,
2023-03-03T23:39:11Z,炎,LiSA,炎
2023-03-03T23:43:02Z,Comedy,Gen Hoshino,Comedy
2023-03-03T23:44:38Z,"Chikatto Chika Chikattsu (From ""Kaguya-sama: Love Is War"")",Akano,"Chikatto Chika Chikattsu (From ""Kaguya-sama: Love Is War"")"
2023-03-03T23:48:36Z,紅蓮華,LiSA,LEO-NiNE
2023-03-03T23:52:37Z,Cry Baby,OFFICIAL HIGE DANDISM,Cry Baby
2023-03-03T23:56:23Z,"Centimeter (From ""Rent a Girlfriend: Kanojo, Okarishimasu"")",Miura Jam,"Centimeter (From ""Rent a Girlfriend: Kanojo, Okarishimasu"")"
2023-03-04T00:00:05Z,Kaikai Kitan,Eve,Kaikai Kitan / Ao No Waltz
2023-03-04T00:04:17Z,カワキヲアメク,美波,カワキヲアメク
2023-03-04T00:07:50Z,シンデレラ,Cidergirl,シンデレラ
2023-03-04T00:12:30Z,キミの隣,halca,Assortrip
2023-03-04T00:15:35Z,残響散歌,Aimer,残響散歌
2023-03-04T00:19:25Z,Akaza vs Rengoku Theme - Cover,Samuel Kim,Demon Slayer: Epic Collection
2023-03-04T00:23:48Z,君のせい,the peggies,Hell like Heaven
2023-03-04T00:28:03Z,RED,Survive Said The Prophet,RED
2023-03-04T00:31:12Z,found & lost,Survive Said The Prophet,found & lost
2023-03-04T00:45:58Z,Hikare Inochi,Kitri,Hikare Inochi
2023-03-04T00:46:29Z,DADDY ! DADDY ! DO !,Masayuki Suzuki,ALL TIME ROCK 'N' ROLL
2023-03-04T00:48:20Z,Fly Me to the Moon,LAV8,Covers Collection
2023-03-04T00:51:32Z,Bad Habits,Miro Mas,I've Seen You Somewhere Before
2023-03-04T00:54:02Z,California Dreamin',Miro Mas,Portals pt 2
2023-03-04T00:57:23Z,One Last Time,owlh,Suncovers
2023-03-04T01:00:12Z,meadow,owlh,waves
2023-03-04T01:02:45Z,pushin P,owlh,cover to cover
2023-03-04T01:05:32Z,LIFE GOES ON,Yedai,Cover Art part 3
2023-03-04T01:10:30Z,Killing Me Softly With His Song,Granlund,My Name Is Spruce
2023-03-04T01:13:09Z,vix,timbert,timbert
2023-03-04T01:15:23Z,I Saw a Ghost,Miro Mas,Portals
2023-03-04T01:18:27Z,REMEMBER ME,Yedai,Cover Art part 2
2023-03-04T01:20:42Z,DEAR APRIL,Yedai,Cover Art
2023-03-04T01:23:55Z,Bad Habits,Miro Mas,I've Seen You Somewhere Before
2023-03-04T01:28:11Z,LIGHTS OUT,Yedai,Cover Art part 5
2023-03-04T01:32:52Z,Trouble,lokash,002 (other people's songs)
2023-03-04T01:35:32Z,My Mind & Me,Miro Mas,Portals pt 2
2023-03-04T01:38:21Z,LIKE I NEED U,Yedai,Cover Art part 2
2023-03-04T01:41:32Z,Waiting For Love,Miro Mas,I've Seen You Somewhere Before
2023-03-04T01:44:43Z,Waiting For Love,Miro Mas,I've Seen You Somewhere Before
2023-03-04T01:47:18Z,love lies,owlh,take cover
2023-03-04T01:50:12Z,SOFIA,Yedai,Cover Art part 4
2023-03-04T01:53:04Z,Homecoming,owlh,cover to cover
2023-03-04T01:55:55Z,when the party's over,lokash,when the party's over
2023-03-04T01:59:22Z,Kiss Me More,lokash,001 (other people's songs)
2023-03-04T02:09:33Z,Stay,Miro Mas,I've Seen You Somewhere Before
2023-03-04T16:39:23Z,Stay,Miro Mas,I've Seen You Somewhere Before
2023-03-04T16:42:19Z,Feel It Still,lokash,002 (other people's songs)
2023-03-04T16:44:54Z,Ain't No Sunshine,LAV8,Covers Collection
2023-03-04T16:48:06Z,Stay High,Miro Mas,I've Seen You Somewhere Before
2023-03-04T16:50:57Z,Peaches,lokash,001 (other people's songs)
2023-03-04T16:54:17Z,Violent Crimes,<3BEAT,Feelin' Cute
2023-03-04T16:56:00Z,As It Was,Slowzy,As It Was
2023-03-04T16:59:16Z,TALK,Yedai,Cover Art part 5
2023-03-04T17:01:47Z,Yummy,LAV8,Covers Collection
2023-03-04T17:04:07Z,Eyes Blue Like The Atlantic,lokash,001 (other people's songs)
2023-03-04T17:07:09Z,SANCTUARY,Yedai,Cover Art part 4
2023-03-04T17:10:46Z,Sweet Disposition,owlh,cover to cover
2023-03-04T17:13:49Z,Stay,Miro Mas,I've Seen You Somewhere Before
2023-03-04T17:17:04Z,SLOW DANCING IN THE DARK,Yedai,Cover Art
2023-03-04T17:20:18Z,SLOW DANCING IN THE DARK,Yedai,Cover Art
2023-03-04T17:24:04Z,Your Power,lokash,002 (other people's songs)
2023-03-04T17:27:39Z,Complicated,owlh,cover to cover
2023-03-04T17:31:16Z,Sweet Disposition,owlh,cover to cover
2023-03-04T17:35:36Z,WHITE IVERSON,Yedai,Cover Art part 3
2023-03-04T17:38:47Z,I'm Yours,LAV8,Covers Collection
2023-03-04T17:58:55Z,solstice,owlh,in the clouds
2023-03-04T19:16:42Z,solstice,owlh,in the clouds
2023-03-04T19:19:00Z,Pillow Talk,Yedai,About Last Night
2023-03-04T19:20:29Z,STAY,Slowzy,STAY
2023-03-04T19:24:10Z,B.S.,Yedai,Cover Art part 3
2023-03-04T19:27:17Z,Rockstar,<3BEAT,Feelin' Cute
2023-03-04T19:29:39Z,waves,owlh,waves
2023-03-04T19:32:37Z,Progression,LAV8,Jukebox
2023-03-04T19:36:22Z,LIGHT,Yedai,Cover Art part 3
2023-03-04T19:39:25Z,Lost,lokash,001 (other people's songs)
2023-03-04T19:42:27Z,SANCTUARY,Yedai,Cover Art part 4
2023-03-04T19:44:47Z,sunset,owlh,in the clouds
2023-03-04T19:48:37Z,US,Yedai,Cover Art part 3
2023-03-04T19:52:42Z,Jealous,LAV8,Covers Collection (Vol. 3)
2023-03-04T19:55:39Z,No Surprises,Granlund,My Name Is Spruce
2023-03-04T19:57:44Z,selfheartbroken,ocb.mp3,selfheartbroken
2023-03-04T20:00:03Z,the pression pt.2,ocb.mp3,the pression pt.2
2023-03-04T20:02:53Z,Peaches,lokash,001 (other people's songs)
2023-03-04T20:05:56Z,Circles,<3BEAT,Feelin' Cute
2023-03-04T20:08:50Z,Hold On,LAV8,Covers Collection (Vol. 4)
2023-03-04T20:11:20Z,Yummy,LAV8,Covers Collection
2023-03-04T20:14:44Z,INDUSTRY BABY,owlh,cover to cover
2023-03-04T20:34:14Z,YEAH RIGHT,Yedai,Cover Art part 2
2023-03-04T22:20:04Z,YEAH RIGHT,Yedai,Cover Art part 2
2023-03-04T22:22:35Z,YEAH RIGHT,Yedai,Cover Art part 2
2023-03-04T22:25:51Z,drivers license,lokash,drivers license
2023-03-04T22:28:12Z,waves,owlh,waves
2023-03-04T22:30:47Z,love lies,owlh,take cover
2023-03-04T22:33:45Z,Thinkin Bout You,lokash,001 (other people's songs)
2023-03-04T22:36:14Z,Yummy,LAV8,Covers Collection
2023-03-04T22:40:05Z,Feel Good Inc.,LAV8,Covers Collection (Vol. 4)
2023-03-04T22:43:32Z,Kiss Me More,lokash,001 (other people's songs)
2023-03-04T22:46:26Z,SOFIA,Yedai,Cover Art part 4
2023-03-04T22:49:27Z,fix you,owlh,take cover
2023-03-04T22:53:47Z,WHITE IVERSON,Yedai,Cover Art part 3
2023-03-04T22:57:37Z,Feel Good Inc.,LAV8,Covers Collection (Vol. 4)
2023-03-04T22:59:39Z,Yesterday,LAV8,Covers Collection
2023-03-04T23:02:04Z,Heartbeats,lokash,002 (other people's songs)
2023-03-04T23:05:00Z,Numb,Miro Mas,I've Seen You Somewhere Before
2023-03-04T23:07:35Z,leaving you is hurting me,ocb.mp3,i'm happy now
2023-03-04T23:10:54Z,Violent Crimes,<3BEAT,Feelin' Cute
2023-03-04T23:13:33Z,vix,timbert,timbert
2023-03-04T23:16:45Z,Bad Habits,Miro Mas,I've Seen You Somewhere Before
2023-03-04T23:19:47Z,SANCTUARY,Yedai,Cover Art part 4
2023-03-04T23:22:54Z,Rockstar,<3BEAT,Feelin' Cute
2023-03-04T23:26:04Z,you broke me first,owlh,Suncovers
2023-03-04T23:28:20Z,DEAR APRIL,Yedai,Cover Art
2023-03-04T23:31:24Z,WITHOUT U,Yedai,Cover Art part 2
2023-03-04T23:33:43Z,Field Trip,Yedai,Field Trip
2023-03-04T23:47:01Z,Summertime Sadness,Miro Mas,Portals pt 2
2023-03-05T00:16:45Z,キミの隣,halca,Assortrip
2023-03-05T00:19:57Z,色彩,yama,色彩
2023-03-05T00:23:57Z,,,
2023-03-05T00:27:43Z,"Centimeter (From ""Rent a Girlfriend: Kanojo, Okarishimasu"")",Miura Jam,"Centimeter (From ""Rent a Girlfriend: Kanojo, Okarishimasu"")"
2023-03-05T00:31:56Z,カワキヲアメク,美波,カワキヲアメク
2023-03-05T00:35:47Z,フィクション,sumika,Chime
2023-03-05T00:41:10Z,Hikare Inochi,Kitri,Hikare Inochi
2023-03-05T00:44:14Z,残響散歌,Aimer,残響散歌
2023-03-05T00:48:28Z,光るなら,Goose house,Milk
2023-03-05T00:52:30Z,EVERBLUE,Omoinotake,EVERBLUE
2023-03-05T00:56:39Z,crossing field,LiSA,LANDSPACE
2023-03-05T01:00:40Z,Cry Baby,OFFICIAL HIGE DANDISM,Cry Baby
2023-03-05T01:04:41Z,瞬き,ミラクルチンパンジー,TVアニメ「佐々木と宮野」オープニングテーマ「瞬き」
2023-03-05T01:07:50Z,found & lost,Survive Said The Prophet,found & lost
2023-03-05T01:12:14Z,君のせい,the peggies,Hell like Heaven
2023-03-05T01:16:29Z,DADDY ! DADDY ! DO !,Masayuki Suzuki,ALL TIME ROCK 'N' ROLL
2023-03-05T01:19:21Z,Rengoku vs Akaza Final Fight Theme - Cover,Samuel Kim,Demon Slayer: Epic Collection
2023-03-05T01:23:11Z,Akaza vs Rengoku Theme - Cover,Samuel Kim,Demon Slayer: Epic Collection
2023-03-05T01:24:47Z,"Chikatto Chika Chikattsu (From ""Kaguya-sama: Love Is War"")",Akano,"Chikatto Chika Chikattsu (From ""Kaguya-sama: Love Is War"")"
2023-03-05T01:37:32Z,LOST IN PARADISE,ALI,LOST IN PARADISE
2023-03-05T01:39:49Z,the pression pt.2,ocb.mp3,the pression pt.2
2023-03-05T01:44:38Z,re:stacks,lokash,002 (other people's songs)
2023-03-05T01:48:21Z,solstice,owlh,in the clouds
2023-03-05T01:52:41Z,WHITE IVERSON,Yedai,Cover Art part 3
2023-03-05T01:54:53Z,Intro,lokash,002 (other people's songs)
2023-03-05T01:58:01Z,Faded,Miro Mas,I've Seen You Somewhere Before
2023-03-05T02:00:06Z,Jocelyn Flores,lokash,001 (other people's songs)
2023-03-05T02:03:24Z,If I Ain't Got You,lokash,002 (other people's songs)
2023-03-05T02:06:40Z,drivers license,lokash,drivers license
2023-03-05T02:09:15Z,Ain't No Sunshine,LAV8,Covers Collection
2023-03-05T02:12:08Z,SOFIA,Yedai,Cover Art part 4
2023-03-05T02:15:35Z,Kiss Me More,lokash,001 (other people's songs)
2023-03-05T02:17:18Z,As It Was,Slowzy,As It Was
2023-03-05T02:20:41Z,Save Your Tears,Granlund,My Name Is Spruce
2023-03-05T02:23:21Z,My Mind & Me,Miro Mas,Portals pt 2
2023-03-05T02:25:41Z,call drake,ocb.mp3,call drake
2023-03-05T02:28:07Z,Heartbeats,lokash,002 (other people's songs)
2023-03-05T02:30:20Z,(Sittin' On) the Dock of the Bay,LAV8,Covers Collection
2023-03-05T02:33:41Z,One Last Time,owlh,Suncovers
2023-03-05T02:36:20Z,One Dance,owlh,cover to cover
2023-03-05T02:38:40Z,sunset,owlh,in the clouds
2023-03-05T02:49:06Z,Imagine,Miro Mas,I've Seen You Somewhere Before
2023-03-05T03:01:21Z,紅蓮華,LiSA,LEO-NiNE
2023-03-05T03:02:57Z,"Chikatto Chika Chikattsu (From ""Kaguya-sama: Love Is War"")",Akano,"Chikatto Chika Chikattsu (From ""Kaguya-sama: Love Is War"")"
2023-03-05T03:07:11Z,DADDY ! DADDY ! DO !,Masayuki Suzuki,ALL TIME ROCK 'N' ROLL
2023-03-05T03:10:24Z,色彩,yama,色彩
2023-03-05T03:14:24Z,,,
2023-03-05T03:18:25Z,瞬き,ミラクルチンパンジー,TVアニメ「佐々木と宮野」オープニングテーマ「瞬き」
2023-03-05T03:23:01Z,炎,LiSA,炎
2023-03-05T03:55:29Z,Akaza vs Rengoku Theme - Cover,Samuel Kim,Demon Slayer: Epic Collection
2023-03-05T07:41:25Z,good in bed,TAELA,life's a bitch
2023-03-05T07:44:33Z,BROKEN HEARTS,AViVA,BROKEN HEARTS
2023-03-05T07:47:12Z,Witch Hunt,Chandler Leighton,Witch Hunt
2023-03-05T07:49:43Z,Girl Like Me,Dove Cameron,Girl Like Me
2023-03-05T07:51:44Z,P.O.S.,Sky Katz,P.O.S.
2023-03-05T07:54:08Z,Bitch Back (feat. FLETCHER),Olivia O'Brien,Bitch Back
2023-03-05T07:57:18Z,BIG GUNS,Neoni,BIG GUNS
2023-03-05T07:59:37Z,Bad Bitch,Cappa,Bad Bitch
2023-03-05T08:02:04Z,i'm yours,Isabel LaRosa,i'm yours
2023-03-05T08:04:40Z,Bad Idea,Dove Cameron,Bad Idea
2023-03-05T08:07:59Z,Expiration Date,NERIAH,Expiration Date
2023-03-05T08:11:10Z,tired of california,Nessa Barrett,tired of california
2023-03-05T08:14:22Z,HUSH,Ari Abdul,Fallen Angel
2023-03-05T08:16:51Z,When You Say My Name,Chandler Leighton,When You Say My Name
2023-03-05T08:19:32Z,deathmatch,Nessa Barrett,young forever
2023-03-05T08:21:38Z,Seven,Natalie Jane,Seven
2023-03-05T08:33:14Z,Self Dysmorphia,Mckenna Grace,Self Dysmorphia
2023-03-05T18:03:54Z,Self Dysmorphia,Mckenna Grace,Self Dysmorphia
2023-03-05T18:07:49Z,double take,Dhruv,double take
2023-03-05T18:10:29Z,People Watching,Conan Gray,People Watching
2023-03-05T18:13:24Z,Hot Tea,half•alive,Hot Tea
2023-03-05T18:16:24Z,Used to Me,Luke Chiang,Used to Me
2023-03-05T18:20:18Z,Paragraphs,Luke Chiang,Paragraphs
2023-03-05T18:24:09Z,May I Ask,Luke Chiang,May I Ask
2023-03-05T18:27:40Z,Shouldn't Be,Luke Chiang,Shouldn't Be
2023-03-05T18:31:19Z,Maroon,Taylor Swift,Midnights
2023-03-05T18:34:54Z,Cheerios & Chocolate Milk,Theo Kandel,Cheerios & Chocolate Milk
2023-03-05T18:38:22Z,4AM,Derivakat,Songs of the SMP
2023-03-05T18:42:58Z,Fooled Around And Fell In Love,Elvin Bishop,Struttin' My Stuff
2023-03-05T18:46:07Z,Lonely Ones,LOVA,Grown-ish
2023-03-05T18:48:59Z,double take,Dhruv,double take
2023-03-05T18:51:52Z,double take,Dhruv,double take
2023-03-05T18:54:31Z,People Watching,Conan Gray,People Watching
2023-03-05T18:57:26Z,Hot Tea,half•alive,Hot Tea
2023-03-05T19:00:25Z,Used to Me,Luke Chiang,Used to Me
2023-03-05T19:04:20Z,Paragraphs,Luke Chiang,Paragraphs
2023-03-05T19:08:10Z,May I Ask,Luke Chiang,May I Ask
2023-03-05T19:11:42Z,Shouldn't Be,Luke Chiang,Shouldn't Be
2023-03-05T19:15:21Z,Maroon,Taylor Swift,Midnights
2023-03-05T19:18:56Z,Cheerios & Chocolate Milk,Theo Kandel,Cheerios & Chocolate Milk
2023-03-05T19:22:24Z,4AM,Derivakat,Songs of the SMP
2023-03-05T19:27:01Z,Fooled Around And Fell In Love,Elvin Bishop,Struttin' My Stuff
2023-03-05T19:30:09Z,Lonely Ones,LOVA,Grown-ish
2023-03-05T19:33:01Z,double take,Dhruv,double take
2023-03-05T19:35:41Z,People Watching,Conan Gray,People Watching
2023-03-05T19:38:36Z,Hot Tea,half•alive,Hot Tea
2023-03-05T19:41:36Z,Used to Me,Luke Chiang,Used to Me
2023-03-05T19:45:30Z,Paragraphs,Luke Chiang,Paragraphs
2023-03-05T19:49:21Z,May I Ask,Luke Chiang,May I Ask
2023-03-05T19:52:52Z,Shouldn't Be,Luke Chiang,Shouldn't Be
2023-03-05T19:56:31Z,Maroon,Taylor Swift,Midnights
2023-03-05T20:00:05Z,Cheerios & Chocolate Milk,Theo Kandel,Cheerios & Chocolate Milk
2023-03-05T20:03:34Z,4AM,Derivakat,Songs of the SMP
2023-03-05T20:08:16Z,Fooled Around And Fell In Love,Elvin Bishop,Struttin' My Stuff
2023-03-05T20:11:30Z,Lonely Ones,LOVA,Grown-ish
2023-03-05T20:14:22Z,double take,Dhruv,double take
2023-03-05T20:17:14Z,double take,Dhruv,double take
2023-03-05T20:18:40Z,tonight,demxntia,goodnight
2023-03-05T20:21:47Z,Summer Is for Falling in Love,Sarah Kang,Summer Is for Falling in Love
2023-03-05T20:25:10Z,Toroka,Christian Kuria,Toroka
2023-03-05T20:28:00Z,Home,Luke Chiang,Home
2023-03-05T20:30:52Z,SECRETS,JVKE,SECRETS
2023-03-05T20:32:59Z,Die Right Here,david hugo,Die Right Here
2023-03-05T20:35:26Z,autumn,demxntia,"goodnight, pt. II"
2023-03-05T20:37:39Z,my type,brb.,my type
2023-03-05T20:40:21Z,never fall in love with strangers,marcos g,dancefloor
2023-03-05T20:43:21Z,Used to Me,Luke Chiang,Used to Me
2023-03-05T20:47:30Z,Losing You,Christian Kuria,Borderline
2023-03-05T20:50:34Z,Lucky,Adrian Milanio,Where You Wanna Go
2023-03-05T20:53:23Z,boyfriend material,Gareth.T,to be honest
2023-03-05T20:56:59Z,Traingazing,Sam Wills,Breathe
2023-03-05T21:00:04Z,Polaroid Love,ENHYPEN,DIMENSION : ANSWER
2023-03-05T21:04:58Z,I Like Me Better,Lauv,I met you when I was 18.
2023-03-05T21:07:39Z,moonlight,Dhruv,rapunzel
2023-03-05T21:10:12Z,rocket science,vaultboy,rocket science
2023-03-05T21:13:17Z,blue,Kamal.,blue
2023-03-05T21:15:38Z,STAR CITY CAFE,hevel,STAR CITY CAFE
2023-03-05T21:19:31Z,Paragraphs,Luke Chiang,Paragraphs
2023-03-05T21:22:25Z,Cherry Wine,grentperez,Cherry Wine
2023-03-05T21:28:18Z,Enchanted,Taylor Swift,Speak Now
2023-03-05T21:31:08Z,"tonight, pt. II",demxntia,"goodnight, pt. II"
2023-03-05T21:33:44Z,your love,brb.,your love
2023-03-05T21:36:46Z,THE SHADE,Rex Orange County,WHO CARES?
2023-03-05T21:39:00Z,IF I DON'T TEXT YOU FIRST,Tiffany Day,IF I DON'T TEXT YOU FIRST
2023-03-05T21:41:54Z,Something Super Sweet,Rory Webley,Are You Scared Yet?
2023-03-05T21:43:50Z,everything sucks,vaultboy,everything sucks
2023-03-05T21:45:54Z,overthinking,demxntia,goodnight
2023-03-05T21:49:10Z,juice,brb.,juice
2023-03-05T21:51:54Z,Nothing,Bruno Major,To Let A Good Thing Die
2023-03-05T21:53:55Z,this is what falling in love feels like,JVKE,this is what ____ feels like (Vol. 1-4)
2023-03-05T21:56:37Z,confidence in me,Rangga Jones,confidence in me
2023-03-05T21:58:51Z,Waves,Fiji Blue,Waves
2023-03-05T22:02:12Z,Casual,Johnny Stimson,Casual
2023-03-05T22:04:58Z,Youuu,Milky Day,Youuu
2023-03-05T22:07:55Z,Until I Found You,Stephen Sanchez,Easy On My Eyes
2023-03-05T22:09:45Z,Happier Than Ever,ASTN,Happier Than Ever
2023-03-05T22:11:53Z,Sunkissed,khai dreams,Now and Then
2023-03-05T22:14:35Z,Reasons You Should Care,Fiji Blue,Reasons You Should Care
2023-03-05T22:17:39Z,Pink cheeks,eldon,Pink cheeks
2023-03-05T22:20:16Z,serene//rewind,demxntia,serene//rewind
2023-03-05T22:23:13Z,Daydreaming,Marc Wavy,Daydreaming
2023-03-05T22:25:58Z,I.F.L.Y.,Bazzi,Soul Searching
2023-03-05T22:28:42Z,Sunroof,Nicky Youre,Sunroof
2023-03-05T22:30:59Z,Space Makes Me Sad,Fiji Blue,Space Makes Me Sad
2023-03-05T22:33:58Z,do me right,brb.,relationshit
2023-03-05T22:35:32Z,farewell,demxntia,goodnight
2023-03-05T22:38:11Z,People Watching,Conan Gray,People Watching
2023-03-05T22:41:06Z,Hot Tea,half•alive,Hot Tea
2023-03-05T22:44:06Z,Used to Me,Luke Chiang,Used to Me
2023-03-05T22:48:00Z,Paragraphs,Luke Chiang,Paragraphs
2023-03-05T22:51:51Z,May I Ask,Luke Chiang,May I Ask
2023-03-05T22:56:50Z,Shouldn't Be,Luke Chiang,Shouldn't Be
2023-03-05T23:09:09Z,Maroon,Taylor Swift,Midnights
2023-03-06T00:15:55Z,double take,Dhruv,double take
2023-03-06T00:19:43Z,Maroon,Taylor Swift,Midnights
2023-03-06T00:23:17Z,Cheerios & Chocolate Milk,Theo Kandel,Cheerios & Chocolate Milk
2023-03-06T00:26:46Z,4AM,Derivakat,Songs of the SMP
2023-03-06T00:31:22Z,Fooled Around And Fell In Love,Elvin Bishop,Struttin' My Stuff
2023-03-06T00:34:30Z,Lonely Ones,LOVA,Grown-ish
2023-03-06T00:37:22Z,double take,Dhruv,double take
2023-03-06T00:40:27Z,blue,Kamal.,blue
2023-03-06T00:42:47Z,STAR CITY CAFE,hevel,STAR CITY CAFE
2023-03-06T00:45:26Z,People Watching,Conan Gray,People Watching
2023-03-06T03:17:03Z,Self Dysmorphia,Mckenna Grace,Self Dysmorphia
2023-03-06T03:20:03Z,20 Questions,Zolita,20 Questions
2023-03-06T03:22:26Z,this is how i learn to say no,EMELINE,this is how i learn to say no
2023-03-06T03:25:35Z,Sad Ghost,ari hicks,Sad Ghost
2023-03-06T03:28:01Z,Villain,Bella Poarch,Dolls EP
2023-03-06T03:30:23Z,Dream Girl,Anderson Rocio,Chapter One
2023-03-06T03:33:10Z,I Really F**ked It Up,girli,I Really F**ked It Up
2023-03-06T03:36:20Z,Lose Lose,Alexa Cappelli,Lose Lose
2023-03-06T03:39:25Z,F2F,SZA,SOS
2023-03-06T03:41:51Z,I Just Came To Dance,Mae Muller,I Just Came To Dance
2023-03-06T03:44:49Z,Unholy (feat. Kim Petras) - Nova Twins Remix,Sam Smith,Unholy (feat. Kim Petras)
2023-03-06T03:47:03Z,Take Me To Hell,Chloe Adams,Take Me To Hell
2023-03-06T03:49:09Z,menace,mazie,menace
2023-03-06T03:52:04Z,my best friend's ex,emlyn,my best friend's ex
2023-03-06T03:55:03Z,Nxde,(G)I-DLE,I love
2023-03-06T03:57:29Z,EVERYBODY'S GONNA DIE!,Zia Victoria,EVERYBODY'S GONNA DIE!
2023-03-06T04:00:23Z,Mouthwash,OSTON,Melancholia
2023-03-06T04:02:34Z,ExBox,salem ilese,(MORE) Unsponsored Content
2023-03-06T04:04:30Z,Gorgeous Gorgeous Girls,Lilyisthatyou,Gorgeous Gorgeous Girls
2023-03-06T04:07:33Z,ugly,Dylan Conrique,ugly
2023-03-06T04:10:12Z,devil may care,Fae,devil may care
2023-03-06T04:12:52Z,Backtrack,Emei,Backtrack
2023-03-06T04:15:17Z,Into My Body,UPSAHL,Sagittarius
2023-03-06T04:18:16Z,killer queen,Mad Tsai,killer queen
2023-03-06T04:21:19Z,BAD B!TCH,DEZI,BAD B!TCH
2023-03-06T04:24:06Z,what would you do?,Tate McRae,what would you do?
2023-03-06T04:26:12Z,Poison,Stevie Bill,Messy
2023-03-06T04:28:09Z,STRUT,EMELINE,STRUT
2023-03-06T04:30:37Z,3 Times,RARIA,3 Times
2023-03-06T04:32:41Z,MONSTERS IN MY MIND,margø,MONSTERS IN MY MIND
2023-03-06T04:35:26Z,Vigilante Shit,Taylor Swift,Midnights
2023-03-06T04:37:29Z,Alive and Unwell,Leah Kate,Alive and Unwell
2023-03-06T04:42:16Z,Light Switch,Rain Paris,Light Switch
2023-03-06T04:44:29Z,W.I.T.C.H.,Devon Cole,W.I.T.C.H.
2023-03-06T04:47:57Z,WHO MADE YOU GOD?,Chelsea Collins,WHO MADE YOU GOD?
2023-03-06T06:21:22Z,Maybe All the Rumours Are True,CATTY,Maybe All the Rumours Are True
2023-03-06T12:53:57Z,Maybe All the Rumours Are True,CATTY,Maybe All the Rumours Are True
2023-03-06T12:56:37Z,Cold Killer,noelle,Cold Killer
2023-03-06T13:05:25Z,Problems,Jake Daniels,Problems
2023-03-06T13:17:07Z,SHUT UP,Hayes Warner,SHUT UP
2023-03-06T13:20:15Z,too hot to cry,Nessa Barrett,young forever
2023-03-06T13:22:30Z,End of an Era,Emei,End of an Era
2023-03-06T13:24:57Z,sober,dee holt,sober
2023-03-06T13:27:27Z,Not Another Rockstar,Maisie Peters,Not Another Rockstar
2023-03-06T13:30:13Z,Falling from the Sky,Kailee Morgue,Girl Next Door
2023-03-06T13:32:56Z,Kickflip,UPSAHL,Sagittarius
2023-03-06T13:35:11Z,Naked,Sam Short,Naked
2023-03-06T13:37:30Z,i feel everything,Amelia Moore,teaching a robot to love
2023-03-06T13:54:09Z,Killer,Indy,Killer
2023-03-06T14:32:51Z,Killer,Indy,Killer
2023-03-06T17:15:29Z,Killer,Indy,Killer
2023-03-06T17:18:33Z,Get Off My,Julia Wolf,Get Off My
2023-03-06T17:21:46Z,Devil Is A Woman,Cloudy June,Devil Is A Woman
2023-03-06T17:24:26Z,AVA,Natalie Jane,AVA
2023-03-06T17:27:43Z,girl’s girl - Spotify Singles,emlyn,girl’s girl - Spotify Singles
2023-03-06T17:30:28Z,Did It Hurt?,Ellise,Did It Hurt?
2023-03-06T17:32:54Z,martyr,KiNG MALA,honey catching season
2023-03-06T17:34:56Z,Never Dated You,Andi,Never Dated You
2023-03-06T17:37:51Z,Feel What I'm Feeling,LEX,Feel What I'm Feeling
2023-03-06T17:41:01Z,fmk (with blackbear),GAYLE,fmk (with blackbear)
2023-03-06T17:43:33Z,bitches get lonely,Torine,bitches get lonely
2023-03-06T17:46:12Z,good in bed,TAELA,life's a bitch
2023-03-06T17:49:19Z,BROKEN HEARTS,AViVA,BROKEN HEARTS
2023-03-06T17:51:59Z,Witch Hunt,Chandler Leighton,Witch Hunt
2023-03-06T17:53:40Z,Girl Like Me,Dove Cameron,Girl Like Me
2023-03-06T17:56:34Z,Cinderella Snapped,Jax,Cinderella Snapped
2023-03-06T17:59:24Z,Nothing To Me,Jamisen,Nothing To Me
2023-03-06T18:02:51Z,Green Honda,BENEE,Green Honda
2023-03-06T18:05:47Z,lonely bitch,Bea Miller,lonely bitch
2023-03-06T18:08:27Z,Cold Killer,noelle,Cold Killer
2023-03-06T18:11:13Z,PSYCHO FREAK,Cailin Russo,PSYCHO FREAK
2023-03-06T18:14:11Z,Unholy (feat. Kim Petras) - Nova Twins Remix,Sam Smith,Unholy (feat. Kim Petras)
2023-03-06T18:28:56Z,ZOMBIE,FLØRE,ZOMBIE
2023-03-06T19:56:07Z,DADDY ! DADDY ! DO !,Masayuki Suzuki,ALL TIME ROCK 'N' ROLL
2023-03-06T20:00:47Z,キミの隣,halca,Assortrip
2023-03-06T20:04:05Z,Prayer X,King Gnu,Prayer X
2023-03-06T20:07:10Z,残響散歌,Aimer,残響散歌
2023-03-06T20:12:41Z,LOST IN PARADISE,ALI,LOST IN PARADISE
2023-03-06T20:16:53Z,光るなら,Goose house,Milk
2023-03-06T20:20:52Z,紅蓮華,LiSA,LEO-NiNE
2023-03-06T20:29:49Z,Sparkle - movie ver.,RADWIMPS,Your Name.
2023-03-06T20:33:35Z,"Centimeter (From ""Rent a Girlfriend: Kanojo, Okarishimasu"")",Miura Jam,"Centimeter (From ""Rent a Girlfriend: Kanojo, Okarishimasu"")"
